employee_id,age,gender,department,salary_usd,years_experience,satisfaction_score,performance_rating,overtime,remote_work,num_projects,training_hours,education_level,attrition
EMP03934,54.0,Prefer not to say,engineering,37457.32,24.0,4.33,Low,No,Hybrid,4.0,97.0,Bachelor's,1
EMP03935,62.0,Female,Engineering,12708.77,4.0,3.22,Excellent,Yes,On-site,9.0,56.0,Bachelor's,0
EMP03936,56.0,Non-binary,engineering,75626.82,26.0,3.03,Medium,No,On-site,3.0,57.0,PhD,0
EMP03937,55.0,Male,Marketing,49793.1,14.0,1.92,High,Yes,Hybrid,1.0,75.0,Master's,1
EMP03938,43.0,Male,Engineering,51242.25,19.0,3.74,Medium,Yes,Full Remote,7.0,28.0,PhD,0
EMP03939,27.0,Female,Engineering,74105.81,4.0,3.41,High,yes,On-site,2.0,87.0,High School,0
EMP03940,61.0,Female,SALES,73671.32,6.0,4.71,High,yes,On-site,7.0,2.0,Master's,1
EMP03941,25.0,Female,engineering,94607.82,25.0,1.74,High,Yes,Full Remote,8.0,85.0,Master's,0
EMP03942,46.0,Male,Marketing,80328.16,19.0,3.82,High,no,Full Remote,2.0,0.0,Master's,0
EMP03943,63.0,Male,Engineering,55138.8,30.0,4.92,nan,Yes,On-site,5.0,77.0,Bachelor's,0
EMP03944,64.0,Male,Finance,67594.18,4.0,1.35,Medium,No,On-site,6.0,73.0,Master's,0
EMP03945,26.0,Male,Engineering,69262.73,2.0,2.26,Low,No,On-site,7.0,55.0,Bachelor's,0
EMP03946,60.0,Male,Finance,58961.71,32.0,1.63,High,Yes,On-site,7.0,53.0,Associate,0
EMP03947,62.0,Female,Finance,39723.43,17.0,3.29,Medium,No,Full Remote,,56.0,Bachelor's,1
EMP03948,34.0,Female,Sales,89785.96,1.0,3.92,High,Yes,On-site,4.0,2.0,Associate,0
EMP03949,25.0,Male,Sales,70888.53,31.0,3.93,Excellent,No,Full Remote,1.0,93.0,Bachelor's,1
EMP03950,55.0,Female,HR,76698.01,19.0,1.13,High,yes,Hybrid,1.0,1.0,Bachelor's,0
EMP03951,61.0,Male,Finance,86877.38,22.0,2.51,nan,No,Hybrid,3.0,13.0,Bachelor's,0
EMP03952,62.0,Prefer not to say,,60708.38,0.0,3.68,High,Yes,nan,6.0,31.0,Master's,0
EMP03953,42.0,Female,Marketing,34062.67,22.0,2.17,Medium,No,On-site,2.0,66.0,Master's,0
EMP03954,47.0,Male,Finance,53519.14,29.0,2.61,Medium,,Hybrid,8.0,61.0,Bachelor's,0
EMP03955,48.0,Male,Engineering,54382.2,39.0,3.6,Medium,No,Full Remote,9.0,0.0,Bachelor's,0
EMP03956,39.0,Male,engineering,81184.3,21.0,4.95,High,yes,On-site,4.0,29.0,PhD,0
EMP03957,38.0,Female,engineering,85351.46,27.0,2.4,Excellent,No,Full Remote,3.0,77.0,Master's,0
EMP03958,62.0,Female,Sales,63156.29,4.0,3.97,Excellent,no,Full Remote,9.0,94.0,Bachelor's,0
EMP03959,40.0,Male,Marketing,101852.24,29.0,2.88,Medium,No,Full Remote,8.0,39.0,Master's,1
EMP03960,55.0,Male,Marketing,67412.91,18.0,3.01,Excellent,No,On-site,4.0,8.0,Master's,0
EMP03961,40.0,Male,Finance,42958.57,34.0,1.11,Excellent,Yes,On-site,8.0,49.0,PhD,0
EMP03962,60.0,Female,Sales,34077.62,22.0,3.82,Medium,No,On-site,5.0,21.0,nan,0
EMP03963,64.0,Female,Sales,58896.58,6.0,3.93,Medium,No,Full Remote,3.0,59.0,Bachelor's,0
EMP03964,37.0,Male,engineering,71147.75,19.0,4.54,Medium,Yes,On-site,8.0,35.0,Bachelor's,1
EMP03965,60.0,Female,,59843.12,22.0,3.45,Medium,,Full Remote,1.0,45.0,Master's,0
EMP03966,50.0,Male,Finance,63882.05,34.0,3.31,Medium,No,Hybrid,5.0,75.0,Bachelor's,0
EMP03967,45.0,Female,engineering,19287.71,34.0,2.23,Medium,no,On-site,5.0,47.0,Bachelor's,0
EMP03968,24.0,Male,engineering,67153.7,39.0,3.43,Low,yes,On-site,1.0,89.0,Bachelor's,0
EMP03969,55.0,Male,Sales,82761.14,29.0,3.76,nan,Yes,On-site,5.0,63.0,PhD,0
EMP03970,49.0,Male,,52050.6,24.0,4.08,High,No,Hybrid,,15.0,Bachelor's,0
EMP03971,61.0,Male,Marketing,57214.38,2.0,3.41,Medium,Yes,Full Remote,8.0,23.0,Bachelor's,1
EMP03972,30.0,Male,Finance,58845.61,39.0,4.91,Medium,No,Full Remote,4.0,40.0,PhD,1
EMP03973,24.0,Male,Engineering,68392.72,14.0,3.93,Medium,No,Hybrid,2.0,11.0,nan,0
EMP03974,37.0,Male,Marketing,69769.05,17.0,,Medium,,Hybrid,3.0,35.0,Bachelor's,0
EMP03975,58.0,Female,HR,47759.5,25.0,1.94,Low,Yes,On-site,8.0,35.0,PhD,0
EMP03976,33.0,Prefer not to say,SALES,17579.62,36.0,1.84,High,Yes,Full Remote,5.0,92.0,Master's,1
EMP03977,24.0,Male,Sales,,38.0,4.85,nan,No,Full Remote,3.0,,High School,0
EMP03978,60.0,Male,HR,88950.3,31.0,4.91,High,No,On-site,6.0,25.0,Bachelor's,1
EMP03979,48.0,Female,engineering,51122.01,12.0,3.45,High,no,Hybrid,4.0,37.0,High School,0
EMP03980,45.0,Male,engineering,69421.4,1.0,4.5,Low,Yes,On-site,6.0,67.0,Bachelor's,0
EMP03981,29.0,Female,HR,67077.93,12.0,3.58,nan,No,Hybrid,2.0,,Master's,0
EMP03982,45.0,Female,Marketing,61089.36,35.0,4.51,Low,yes,On-site,4.0,54.0,PhD,0
EMP03983,54.0,Female,Marketing,100094.56,7.0,2.66,Medium,Yes,Hybrid,4.0,18.0,Bachelor's,0
EMP03984,33.0,Female,Finance,91276.42,26.0,2.92,High,No,Hybrid,2.0,34.0,Master's,1
EMP03985,38.0,Male,Engineering,62685.21,29.0,4.46,High,Yes,Hybrid,9.0,4.0,Master's,0
EMP03986,34.0,Female,Engineering,60848.03,22.0,3.82,Medium,no,On-site,3.0,6.0,nan,0
EMP03987,55.0,Male,HR,,14.0,1.89,Medium,No,Full Remote,5.0,95.0,Master's,0
EMP03988,40.0,Male,,85696.01,16.0,2.56,Excellent,No,Hybrid,7.0,66.0,Bachelor's,0
EMP03989,62.0,Male,HR,101052.42,2.0,3.61,High,Yes,Full Remote,5.0,63.0,Bachelor's,0
EMP03990,59.0,Female,Sales,65710.9,29.0,3.27,Excellent,No,On-site,2.0,23.0,PhD,0
EMP03991,61.0,Male,,68757.18,39.0,4.3,High,Yes,On-site,7.0,84.0,Master's,0
EMP03992,34.0,Female,Sales,50847.0,20.0,2.2,High,Yes,Hybrid,9.0,5.0,PhD,1
EMP03993,63.0,Female,Engineering,16065.26,28.0,3.23,High,Yes,On-site,1.0,32.0,PhD,0
EMP03994,57.0,Female,Engineering,69142.92,18.0,4.39,Excellent,yes,On-site,7.0,6.0,Bachelor's,0
EMP03995,26.0,,Finance,37238.45,9.0,4.99,Medium,,Hybrid,2.0,3.0,Bachelor's,0
EMP03996,50.0,Male,Sales,47403.55,29.0,,Medium,,Full Remote,6.0,58.0,Bachelor's,0
EMP03997,,Male,Finance,62337.45,19.0,2.0,Low,No,Full Remote,3.0,69.0,Master's,1
EMP03998,63.0,Male,Marketing,103154.66,1.0,3.04,Excellent,Yes,Hybrid,1.0,37.0,Associate,0
EMP03999,63.0,Male,Marketing,53579.5,36.0,4.47,Medium,No,Hybrid,8.0,15.0,Bachelor's,0
EMP04000,44.0,Prefer not to say,engineering,88001.65,8.0,,High,,On-site,3.0,96.0,Master's,1
EMP04001,35.0,Female,Sales,70711.01,0.0,4.74,High,yes,Full Remote,4.0,2.0,Bachelor's,0
EMP04002,34.0,Female,Finance,43865.62,35.0,4.11,High,Yes,Hybrid,5.0,5.0,nan,0
EMP04003,39.0,Male,Sales,42042.62,38.0,4.93,Medium,yes,On-site,7.0,79.0,Bachelor's,1
EMP04004,58.0,Male,Finance,63430.55,0.0,1.77,Medium,Yes,Hybrid,7.0,13.0,Bachelor's,0
EMP04005,54.0,Female,Engineering,72943.03,5.0,1.65,Low,No,Hybrid,7.0,46.0,Bachelor's,1
EMP04006,34.0,Female,Sales,100870.83,38.0,4.75,High,,Full Remote,2.0,9.0,Bachelor's,0
EMP04007,44.0,Female,HR,48884.69,9.0,3.37,High,No,Hybrid,6.0,37.0,Bachelor's,0
EMP04008,47.0,Male,Finance,102112.66,9.0,4.59,Medium,No,Hybrid,4.0,28.0,Master's,1
EMP04009,22.0,Male,Sales,67467.47,14.0,3.97,Medium,No,On-site,5.0,19.0,Master's,1
EMP04010,37.0,,Marketing,87162.58,1.0,4.84,Medium,no,On-site,8.0,97.0,High School,0
EMP04011,63.0,Male,HR,68189.45,31.0,1.64,High,no,Full Remote,4.0,28.0,Associate,1
EMP04012,38.0,Male,Engineering,69746.41,15.0,3.11,Medium,Yes,On-site,2.0,56.0,Bachelor's,0
EMP04013,57.0,Female,Sales,28277.77,3.0,2.22,Low,Yes,Hybrid,5.0,38.0,Master's,0
EMP04014,49.0,Male,Finance,83105.81,7.0,2.87,Low,Yes,nan,5.0,64.0,PhD,1
EMP04015,26.0,Male,Marketing,23675.56,17.0,1.7,High,yes,Hybrid,6.0,64.0,Master's,0
EMP04016,36.0,Male,Finance,109516.76,4.0,2.08,High,No,Full Remote,8.0,70.0,Master's,0
EMP04017,35.0,Female,Sales,64496.61,2.0,3.5,High,Yes,Hybrid,8.0,3.0,PhD,0
EMP04018,24.0,Male,Engineering,61945.51,30.0,2.65,High,No,Full Remote,2.0,96.0,Master's,0
EMP04019,34.0,Male,Marketing,61360.51,37.0,3.7,nan,No,Full Remote,1.0,33.0,Master's,0
EMP04020,35.0,Female,Finance,77395.32,3.0,2.98,Medium,Yes,Hybrid,3.0,15.0,Master's,0
EMP04021,25.0,Female,Finance,27377.7,34.0,3.43,Excellent,No,On-site,5.0,64.0,Bachelor's,0
EMP04022,39.0,Male,engineering,46194.02,17.0,1.13,Low,no,Hybrid,9.0,72.0,PhD,0
EMP04023,35.0,Male,engineering,60557.76,17.0,3.12,Excellent,yes,On-site,8.0,0.0,High School,0
EMP04024,52.0,Male,Sales,55079.1,12.0,4.52,High,Yes,Full Remote,1.0,6.0,Bachelor's,0
EMP04025,56.0,Female,Marketing,56372.93,6.0,1.5,Medium,,Hybrid,5.0,19.0,nan,0
EMP04026,26.0,Prefer not to say,Finance,35125.95,0.0,4.6,Medium,No,On-site,9.0,8.0,Bachelor's,0
EMP04027,45.0,Female,Finance,67573.54,38.0,3.24,Low,,Hybrid,3.0,23.0,Bachelor's,0
EMP04028,22.0,Prefer not to say,Finance,81603.68,10.0,4.73,Medium,No,Hybrid,5.0,79.0,Master's,0
EMP04029,39.0,Male,Sales,83820.23,23.0,2.01,Medium,No,Hybrid,9.0,37.0,Bachelor's,0
EMP04030,62.0,Male,Engineering,88550.04,,1.19,Medium,,On-site,5.0,76.0,Master's,0
EMP04031,59.0,Male,,49895.03,10.0,1.37,Medium,Yes,Hybrid,4.0,86.0,Bachelor's,0
EMP04032,28.0,Male,SALES,98871.92,38.0,3.6,High,,On-site,6.0,99.0,Bachelor's,0
EMP04033,55.0,Male,Sales,45320.25,29.0,3.47,Low,No,Full Remote,4.0,78.0,Master's,0
EMP04034,40.0,Male,Marketing,57371.69,27.0,3.6,Excellent,No,Hybrid,5.0,37.0,Associate,1
EMP04035,45.0,Female,SALES,22021.47,39.0,2.4,Medium,no,On-site,2.0,39.0,Master's,0
EMP04036,51.0,Female,Sales,64299.12,30.0,2.7,Medium,No,Full Remote,1.0,97.0,Bachelor's,0
EMP04037,35.0,Female,,79775.41,17.0,2.12,Excellent,Yes,Full Remote,7.0,0.0,Bachelor's,0
EMP04038,53.0,Male,HR,54651.29,6.0,4.88,Medium,,Full Remote,9.0,74.0,Bachelor's,0
EMP04039,51.0,Male,SALES,64754.65,33.0,1.62,High,yes,On-site,7.0,23.0,Master's,0
EMP04040,25.0,Female,Finance,79631.55,23.0,1.19,Medium,No,Hybrid,6.0,69.0,Associate,1
EMP04041,54.0,Prefer not to say,Engineering,63953.32,13.0,2.54,High,Yes,Hybrid,5.0,23.0,High School,1
EMP04042,49.0,Male,Engineering,69908.17,5.0,4.89,Medium,Yes,Hybrid,6.0,68.0,nan,0
EMP04043,59.0,Female,,95749.03,25.0,4.84,Low,Yes,Hybrid,2.0,10.0,Bachelor's,0
EMP04044,55.0,Male,Finance,79320.91,36.0,4.83,Excellent,no,nan,5.0,33.0,Bachelor's,1
EMP04045,50.0,Male,Marketing,58433.63,29.0,3.22,Excellent,no,Full Remote,5.0,30.0,Bachelor's,1
EMP04046,22.0,Female,Marketing,60411.87,7.0,4.24,Low,no,On-site,1.0,49.0,PhD,1
EMP04047,32.0,Male,Engineering,78440.76,7.0,3.25,Medium,no,On-site,7.0,48.0,Master's,1
EMP04048,28.0,Male,engineering,49087.73,30.0,3.01,Medium,Yes,On-site,2.0,61.0,Bachelor's,0
EMP04049,44.0,Male,Finance,66084.31,15.0,3.81,High,No,Full Remote,3.0,37.0,Master's,1
EMP04050,34.0,Female,Finance,72887.19,1.0,4.71,High,no,On-site,6.0,75.0,Bachelor's,0
EMP04051,25.0,Female,Engineering,90836.95,11.0,2.28,Excellent,No,Full Remote,6.0,85.0,Master's,0
EMP04052,28.0,Female,Marketing,67751.19,33.0,1.4,High,No,Full Remote,3.0,97.0,Master's,0
EMP04053,35.0,Male,Sales,85905.43,28.0,3.96,Low,yes,Full Remote,7.0,44.0,High School,0
EMP04054,47.0,Male,Engineering,57444.43,18.0,2.65,Medium,No,Full Remote,7.0,87.0,Bachelor's,0
EMP04055,64.0,Male,Marketing,69228.6,34.0,3.09,nan,Yes,On-site,9.0,11.0,Bachelor's,0
EMP04056,53.0,Non-binary,engineering,59850.32,3.0,3.77,High,Yes,On-site,7.0,61.0,High School,0
EMP04057,28.0,Female,Marketing,64949.16,10.0,2.49,Medium,No,Hybrid,2.0,70.0,Master's,0
EMP04058,53.0,Male,Marketing,65913.67,11.0,2.01,Medium,Yes,Full Remote,1.0,36.0,Master's,1
EMP04059,36.0,Prefer not to say,,86104.04,37.0,3.25,Medium,No,Hybrid,1.0,40.0,Bachelor's,0
EMP04060,59.0,,Sales,79781.96,19.0,,Medium,No,Hybrid,7.0,53.0,Bachelor's,0
EMP04061,40.0,Female,engineering,58259.87,22.0,3.39,nan,Yes,On-site,7.0,2.0,Master's,0
EMP04062,36.0,Female,Marketing,24840.2,29.0,1.77,Medium,yes,Full Remote,8.0,74.0,Bachelor's,0
EMP04063,40.0,Male,Engineering,93318.23,15.0,3.76,High,No,Hybrid,6.0,31.0,Master's,0
EMP04064,56.0,Female,engineering,26798.46,25.0,3.72,High,No,Hybrid,9.0,30.0,Bachelor's,0
EMP04065,36.0,Female,Engineering,61911.09,31.0,4.6,High,Yes,Hybrid,4.0,16.0,Bachelor's,0
EMP04066,63.0,Male,Finance,60024.85,9.0,3.44,High,no,Hybrid,9.0,97.0,Bachelor's,0
EMP04067,51.0,Male,HR,83998.57,7.0,1.72,Medium,Yes,On-site,5.0,96.0,High School,0
EMP04068,51.0,Male,Marketing,84060.91,17.0,1.24,Medium,No,Full Remote,9.0,22.0,High School,0
EMP04069,54.0,Female,Engineering,46268.89,27.0,1.6,Medium,No,On-site,6.0,82.0,Master's,0
EMP04070,30.0,Female,,67740.22,10.0,1.32,Low,No,Full Remote,5.0,56.0,Master's,0
EMP04071,56.0,Male,engineering,57907.71,7.0,1.06,Medium,,Full Remote,9.0,6.0,Bachelor's,1
EMP04072,57.0,Prefer not to say,Sales,50211.94,31.0,2.39,High,No,Hybrid,9.0,69.0,Associate,1
EMP04073,27.0,Female,Marketing,47996.21,11.0,4.26,High,no,On-site,8.0,30.0,PhD,0
EMP04074,35.0,Female,SALES,57644.12,17.0,3.36,Medium,No,Full Remote,3.0,,Master's,0
EMP04075,31.0,Male,engineering,56782.97,37.0,3.77,Medium,Yes,Full Remote,4.0,61.0,High School,1
EMP04076,58.0,Male,HR,96445.36,12.0,4.65,Low,Yes,On-site,7.0,59.0,PhD,0
EMP04077,56.0,Female,Finance,101709.17,32.0,1.51,Low,yes,Full Remote,1.0,73.0,High School,0
EMP04078,45.0,Male,Finance,40315.48,10.0,3.33,High,No,Full Remote,4.0,63.0,Master's,0
EMP04079,23.0,Female,Finance,65501.32,26.0,3.42,Medium,yes,On-site,7.0,59.0,nan,0
EMP04080,43.0,Male,Engineering,57480.22,12.0,3.92,Excellent,Yes,Full Remote,8.0,9.0,Master's,0
EMP04081,59.0,Female,Engineering,54815.72,8.0,4.18,nan,Yes,Full Remote,6.0,18.0,Master's,0
EMP04082,42.0,Male,Sales,94496.04,,3.04,High,Yes,Hybrid,9.0,64.0,High School,0
EMP04083,30.0,Male,Finance,81965.67,26.0,3.33,High,No,Hybrid,2.0,11.0,Bachelor's,0
EMP04084,57.0,Male,Sales,,2.0,1.89,Excellent,No,On-site,8.0,74.0,Master's,1
EMP04085,62.0,Non-binary,,55451.57,27.0,1.44,Medium,No,On-site,9.0,11.0,High School,0
EMP04086,44.0,Female,Sales,88372.21,1.0,4.9,Low,Yes,On-site,5.0,18.0,PhD,0
EMP04087,44.0,Female,HR,74087.94,26.0,2.29,Excellent,yes,On-site,,40.0,Master's,0
EMP04088,41.0,Male,Engineering,69499.33,34.0,3.52,Medium,Yes,Hybrid,9.0,27.0,Associate,0
EMP04089,,Male,Sales,38642.67,3.0,1.99,High,Yes,On-site,2.0,9.0,PhD,0
EMP04090,36.0,Male,Engineering,59323.31,18.0,2.71,Excellent,No,Hybrid,6.0,50.0,Associate,1
EMP04091,48.0,Male,Marketing,55863.41,18.0,2.3,High,,Hybrid,,13.0,Master's,0
EMP04092,57.0,Male,Finance,45089.18,39.0,2.06,Excellent,No,Full Remote,9.0,14.0,High School,0
EMP04093,58.0,Male,Sales,112026.79,4.0,4.61,Excellent,Yes,Hybrid,6.0,56.0,Bachelor's,0
EMP04094,27.0,Male,engineering,41726.16,30.0,4.76,Low,yes,On-site,4.0,26.0,Associate,0
EMP04095,47.0,Female,HR,94943.68,24.0,3.11,High,Yes,On-site,8.0,52.0,Bachelor's,0
EMP04096,33.0,Male,Finance,53697.68,8.0,3.35,Excellent,no,Hybrid,6.0,49.0,Master's,0
EMP04097,33.0,Female,Sales,51123.3,31.0,2.64,Medium,yes,On-site,2.0,2.0,Master's,0
EMP04098,30.0,Male,Marketing,71973.27,2.0,4.89,Medium,No,On-site,7.0,26.0,Associate,0
EMP04099,23.0,Female,SALES,56622.64,16.0,4.74,Medium,No,On-site,7.0,98.0,Master's,0
EMP04100,58.0,Female,Sales,91197.94,4.0,4.67,Medium,Yes,Hybrid,2.0,39.0,Bachelor's,0
EMP04101,35.0,Male,Sales,61348.14,36.0,1.17,High,no,On-site,6.0,19.0,Bachelor's,0
EMP04102,47.0,Female,Finance,29642.99,34.0,4.82,Excellent,No,Full Remote,3.0,24.0,Bachelor's,0
EMP04103,58.0,Male,Engineering,55341.84,38.0,1.04,Medium,Yes,On-site,4.0,90.0,High School,0
EMP04104,39.0,Male,HR,74515.31,31.0,1.42,Excellent,yes,On-site,1.0,96.0,High School,1
EMP04105,25.0,Male,Sales,48259.08,2.0,1.53,Low,Yes,On-site,3.0,48.0,High School,0
EMP04106,33.0,Female,engineering,86327.79,25.0,4.57,Medium,No,Full Remote,1.0,62.0,Bachelor's,0
EMP04107,48.0,Male,Marketing,59494.95,21.0,3.94,Excellent,yes,Hybrid,3.0,12.0,PhD,0
EMP04108,56.0,Male,Finance,22890.89,29.0,1.14,High,No,On-site,7.0,97.0,Bachelor's,0
EMP04109,43.0,Female,Sales,88661.06,6.0,3.4,Low,no,Hybrid,6.0,14.0,Bachelor's,0
EMP04110,50.0,Female,Finance,52976.4,23.0,3.97,High,No,On-site,4.0,77.0,Bachelor's,0
EMP04111,37.0,Female,Engineering,38494.31,13.0,4.86,High,yes,On-site,9.0,95.0,Associate,0
EMP04112,51.0,Male,Sales,33628.36,19.0,3.6,Excellent,yes,Hybrid,7.0,12.0,Bachelor's,0
EMP04113,35.0,Female,Sales,69919.36,8.0,4.03,Medium,no,Hybrid,8.0,30.0,Master's,0
EMP04114,43.0,Female,engineering,83199.16,0.0,3.88,Excellent,Yes,Hybrid,2.0,40.0,High School,0
EMP04115,54.0,Male,Sales,41225.91,26.0,3.63,Low,Yes,On-site,5.0,67.0,Master's,0
EMP04116,38.0,Male,HR,62302.87,32.0,2.51,nan,no,Hybrid,3.0,71.0,Bachelor's,0
EMP04117,34.0,Male,Sales,47451.86,38.0,2.92,High,No,On-site,1.0,44.0,PhD,0
EMP04118,27.0,Male,Engineering,83689.16,31.0,3.09,nan,,On-site,9.0,36.0,High School,0
EMP04119,,Prefer not to say,engineering,49791.42,39.0,4.4,High,yes,On-site,7.0,62.0,PhD,1
EMP04120,53.0,Male,HR,67905.08,21.0,2.01,High,Yes,Full Remote,7.0,38.0,nan,0
EMP04121,32.0,Male,engineering,72356.09,20.0,1.81,Excellent,,Hybrid,6.0,20.0,Master's,1
EMP04122,40.0,Male,,54762.22,29.0,2.59,Medium,,On-site,2.0,88.0,Master's,0
EMP04123,43.0,Male,Sales,45168.21,4.0,2.28,High,,nan,9.0,92.0,High School,0
EMP04124,30.0,Female,,52947.1,29.0,1.61,High,Yes,On-site,4.0,60.0,Bachelor's,0
EMP04125,24.0,Male,Finance,73325.04,26.0,1.93,High,No,On-site,8.0,87.0,High School,0
EMP04126,59.0,Male,Engineering,50493.69,36.0,4.34,High,,On-site,4.0,74.0,Master's,0
EMP04127,23.0,Female,Engineering,68780.57,10.0,1.45,Low,No,Full Remote,2.0,93.0,Bachelor's,0
EMP04128,58.0,Male,HR,72981.45,25.0,3.07,High,No,Full Remote,4.0,6.0,PhD,0
EMP04129,50.0,Male,Engineering,78899.47,15.0,3.81,High,,On-site,2.0,9.0,Master's,0
EMP04130,59.0,Female,Finance,67856.95,3.0,1.03,Medium,No,Hybrid,,31.0,Bachelor's,0
EMP04131,54.0,Female,HR,54856.89,13.0,3.57,Medium,No,Full Remote,8.0,25.0,Master's,0
EMP04132,62.0,Male,engineering,63314.15,33.0,1.24,High,Yes,Hybrid,8.0,94.0,Bachelor's,0
EMP04133,39.0,Female,Sales,67018.49,28.0,1.39,Medium,Yes,On-site,7.0,32.0,Master's,0
EMP04134,35.0,Female,,31089.9,9.0,3.2,Excellent,Yes,On-site,7.0,80.0,Master's,1
EMP04135,34.0,Non-binary,engineering,82991.9,7.0,2.83,Medium,No,Full Remote,8.0,72.0,Master's,0
EMP04136,51.0,Male,HR,66783.56,,2.92,Medium,Yes,Hybrid,3.0,21.0,Master's,0
EMP04137,22.0,Male,engineering,82880.67,20.0,3.19,Medium,,Hybrid,5.0,33.0,High School,0
EMP04138,46.0,Female,Engineering,99143.74,33.0,3.93,High,No,Hybrid,2.0,87.0,nan,1
EMP04139,26.0,Female,Finance,78914.7,1.0,3.06,Low,No,nan,9.0,70.0,Master's,0
EMP04140,53.0,Male,engineering,61523.27,28.0,4.95,High,No,On-site,7.0,49.0,Associate,0
EMP04141,42.0,Female,Sales,62923.81,15.0,2.54,High,No,Full Remote,9.0,51.0,PhD,0
EMP04142,33.0,Male,HR,78803.69,16.0,1.25,High,Yes,Full Remote,8.0,1.0,Bachelor's,0
EMP04143,29.0,Male,Marketing,48915.86,22.0,4.6,High,No,On-site,8.0,37.0,High School,0
EMP04144,30.0,Female,Engineering,70131.23,38.0,4.02,Excellent,no,Hybrid,4.0,24.0,Bachelor's,1
EMP04145,23.0,Female,Sales,43904.32,19.0,3.23,Medium,No,Full Remote,8.0,,Associate,0
EMP04146,54.0,Male,Finance,50208.21,3.0,2.03,High,No,Full Remote,7.0,62.0,Master's,0
EMP04147,49.0,Male,Marketing,41204.91,35.0,4.14,Medium,Yes,On-site,8.0,45.0,PhD,0
EMP04148,49.0,Male,Marketing,65636.42,14.0,4.88,Medium,No,Hybrid,8.0,30.0,Bachelor's,0
EMP04149,46.0,Male,Sales,,,2.28,Medium,Yes,On-site,8.0,26.0,PhD,0
EMP04150,48.0,Male,Marketing,42221.32,6.0,1.16,High,,Full Remote,2.0,70.0,Master's,0
EMP04151,64.0,Male,Marketing,69798.57,30.0,4.49,High,Yes,Hybrid,3.0,24.0,Master's,0
EMP04152,57.0,Male,engineering,40749.73,30.0,4.41,Excellent,Yes,Full Remote,9.0,57.0,Bachelor's,0
EMP04153,36.0,Female,HR,51988.33,4.0,2.07,Excellent,No,Hybrid,5.0,48.0,Bachelor's,0
EMP04154,34.0,Male,Marketing,39728.65,0.0,4.67,nan,Yes,On-site,8.0,46.0,Master's,0
EMP04155,27.0,Male,Finance,97043.58,3.0,2.3,Low,Yes,Hybrid,7.0,50.0,Master's,0
EMP04156,54.0,Male,Finance,59648.94,16.0,2.68,Excellent,no,On-site,8.0,45.0,Master's,0
EMP04157,42.0,Prefer not to say,Sales,56598.85,37.0,1.58,Medium,Yes,On-site,8.0,77.0,Master's,0
EMP04158,60.0,Female,Engineering,72859.85,32.0,4.7,High,No,On-site,3.0,81.0,Master's,0
EMP04159,43.0,Male,SALES,52212.97,15.0,4.1,High,,On-site,9.0,20.0,Bachelor's,0
EMP04160,61.0,Female,HR,69633.05,29.0,3.26,Excellent,Yes,On-site,7.0,1.0,Master's,0
EMP04161,33.0,Female,Sales,38886.48,9.0,3.84,Medium,Yes,On-site,8.0,50.0,Master's,0
EMP04162,61.0,Male,Finance,36482.9,,2.77,nan,No,Hybrid,6.0,17.0,Master's,0
EMP04163,45.0,Male,,33493.55,30.0,1.52,nan,Yes,Hybrid,4.0,16.0,Bachelor's,1
EMP04164,60.0,Male,Finance,55988.45,27.0,2.18,Medium,No,Hybrid,9.0,42.0,Master's,0
EMP04165,53.0,Female,Marketing,102480.88,28.0,1.4,High,No,Full Remote,9.0,78.0,Bachelor's,0
EMP04166,50.0,Male,engineering,53696.89,7.0,4.33,Excellent,No,On-site,8.0,11.0,Bachelor's,0
EMP04167,49.0,Non-binary,engineering,43320.17,24.0,1.88,High,No,On-site,4.0,36.0,Master's,0
EMP04168,46.0,Male,Marketing,80480.51,13.0,1.33,Medium,no,On-site,4.0,88.0,Bachelor's,0
EMP04169,46.0,Male,SALES,61636.71,2.0,4.21,High,No,On-site,6.0,1.0,Bachelor's,1
EMP04170,,Female,SALES,74090.32,16.0,3.08,High,No,nan,6.0,73.0,PhD,1
EMP04171,64.0,Male,HR,70618.09,33.0,1.28,Low,Yes,On-site,4.0,65.0,Associate,1
EMP04172,50.0,Female,SALES,63215.01,29.0,2.3,Medium,No,On-site,2.0,99.0,Bachelor's,0
EMP04173,46.0,Prefer not to say,Sales,,9.0,3.07,Low,Yes,Full Remote,2.0,49.0,nan,0
EMP04174,33.0,Male,Sales,53717.29,16.0,3.42,Medium,Yes,Full Remote,7.0,31.0,PhD,1
EMP04175,45.0,Male,Engineering,75551.84,23.0,4.67,High,No,On-site,3.0,70.0,Master's,0
EMP04176,39.0,Male,engineering,87298.95,25.0,3.48,Medium,no,Hybrid,6.0,43.0,Bachelor's,0
EMP04177,63.0,Female,HR,71751.79,36.0,4.52,Medium,no,nan,7.0,10.0,Bachelor's,0
EMP04178,25.0,Female,Engineering,120081.13,39.0,2.11,High,No,Hybrid,3.0,50.0,Associate,0
EMP04179,22.0,Male,Engineering,43523.28,31.0,2.07,High,No,Full Remote,4.0,83.0,Bachelor's,0
EMP04180,36.0,Female,engineering,56158.23,27.0,4.19,Medium,No,On-site,5.0,46.0,Master's,0
EMP04181,32.0,,HR,33515.88,4.0,2.72,Medium,No,Full Remote,9.0,85.0,Master's,0
