hotel_type,lead_time,arrival_month,weekend_nights,week_nights,adults,children,meal_plan,country,parking_requests,room_price,is_canceled
City Hotel,190,Jun,2,2,1,3.0,BB,Germany,2,100.68,1
City Hotel,115,Mar,1,3,3,3.0,BB,Germany,0,91.51,0
City Hotel,262,Apr,4,9,3,0.0,HB,USA,2,93.27,1
Resort Hotel,301,Apr,2,2,1,2.0,HB,USA,0,83.3,0
City Hotel,289,Oct,2,5,3,,BB,UK,1,144.47,1
City Hotel,5,Jul,2,8,1,0.0,SC,USA,0,127.59,1
Resort Hotel,312,Jul,0,6,2,3.0,SC,India,1,164.19,1
Resort Hotel,28,Jul,4,8,3,2.0,FB,France,0,23.88,1
Resort Hotel,238,Apr,1,6,2,,BB,Germany,2,136.11,0
City Hotel,59,Dec,2,4,1,2.0,SC,UAE,0,95.65,0
City Hotel,318,May,3,8,3,0.0,HB,,1,101.0,0
City Hotel,299,Apr,0,9,3,3.0,BB,UAE,2,108.64,0
City Hotel,50,Sep,4,5,3,1.0,HB,Germany,0,214.44,1
City Hotel,242,Apr,1,3,3,0.0,SC,UK,2,90.68,1
Resort Hotel,120,Jan,2,1,2,0.0,HB,,0,143.3,0
City Hotel,358,Aug,3,2,3,3.0,SC,UK,1,191.13,0
Resort Hotel,38,Jun,0,1,3,3.0,FB,UK,0,71.99,1
City Hotel,231,Feb,3,9,4,1.0,HB,UAE,1,117.93,1
City Hotel,211,Jan,3,7,3,0.0,SC,France,2,67.47,0
Resort Hotel,283,Oct,0,2,3,0.0,BB,USA,2,89.35,1
City Hotel,165,Jul,3,3,4,0.0,HB,India,1,138.41,0
Resort Hotel,263,Aug,2,3,1,2.0,SC,UK,1,118.01,0
City Hotel,294,Oct,0,1,2,3.0,BB,India,2,53.5,1
Resort Hotel,209,Sep,4,3,1,0.0,FB,UK,1,142.4,0
City Hotel,157,Nov,0,1,4,0.0,FB,France,0,191.78,0
Resort Hotel,307,Apr,1,3,4,1.0,SC,India,2,142.65,0
Resort Hotel,364,Jul,2,3,2,2.0,HB,UAE,1,99.84,1
City Hotel,103,May,4,5,3,,FB,Germany,1,79.97,0
City Hotel,144,Feb,2,3,3,0.0,HB,India,0,122.15,1
City Hotel,97,Mar,2,3,1,2.0,FB,France,0,77.66,1
City Hotel,267,Aug,0,1,4,2.0,HB,USA,0,169.51,0
City Hotel,352,Oct,4,9,2,,HB,UAE,0,111.18,1
City Hotel,237,Nov,0,1,4,1.0,BB,USA,0,,1
Resort Hotel,92,May,1,7,3,2.0,HB,India,1,101.07,0
Resort Hotel,148,Mar,1,7,4,,BB,France,2,95.96,1
City Hotel,29,Aug,1,8,2,0.0,SC,UAE,2,152.17,0
Resort Hotel,16,Jul,0,7,4,1.0,SC,USA,1,137.85,0
Resort Hotel,350,Jul,0,6,2,3.0,HB,USA,0,125.51,1
Resort Hotel,206,Jul,1,8,2,0.0,HB,USA,0,93.97,1
City Hotel,216,May,0,4,2,1.0,HB,India,1,51.73,0
Resort Hotel,293,Apr,3,4,1,2.0,FB,USA,2,174.95,0
Resort Hotel,333,Jun,3,3,3,0.0,FB,France,2,119.93,0
City Hotel,18,Jun,3,8,3,1.0,HB,,1,180.06,0
City Hotel,327,Jun,2,6,3,3.0,FB,France,0,134.28,1
City Hotel,177,Nov,4,8,2,1.0,HB,UAE,2,80.47,1
Resort Hotel,139,Aug,4,8,2,0.0,BB,Germany,0,140.26,0
City Hotel,209,Jun,4,7,4,1.0,SC,USA,1,66.56,0
City Hotel,19,Oct,1,3,2,3.0,BB,Germany,2,47.28,0
City Hotel,70,Apr,3,5,2,3.0,HB,Germany,1,149.8,0
City Hotel,116,Oct,3,2,1,2.0,BB,USA,0,94.57,1
Resort Hotel,309,Oct,0,1,2,,BB,Germany,0,172.52,1
Resort Hotel,10,Dec,2,3,2,3.0,SC,USA,0,76.97,0
City Hotel,257,Apr,2,4,2,3.0,FB,UK,1,185.65,0
Resort Hotel,257,May,3,4,2,3.0,SC,France,1,161.48,1
Resort Hotel,47,Jul,0,2,4,2.0,BB,UK,2,147.69,1
City Hotel,230,Nov,3,3,1,0.0,HB,,0,112.26,1
City Hotel,155,Jan,1,8,2,3.0,FB,India,1,127.13,0
City Hotel,153,Jan,1,9,3,0.0,HB,India,0,159.38,1
Resort Hotel,218,May,4,2,2,3.0,HB,Germany,0,132.65,0
Resort Hotel,103,May,4,6,1,3.0,HB,UK,0,155.06,1
Resort Hotel,164,Nov,3,1,2,0.0,BB,UK,0,131.87,1
City Hotel,53,Dec,4,4,3,0.0,SC,USA,0,100.0,0
Resort Hotel,362,Jan,3,9,4,2.0,BB,Germany,2,,1
Resort Hotel,4,Jul,2,1,2,2.0,FB,France,0,194.51,0
Resort Hotel,49,Jul,1,3,1,0.0,SC,UK,1,169.72,0
City Hotel,112,Apr,0,7,2,0.0,HB,UK,1,129.25,0
City Hotel,197,Feb,0,8,1,2.0,BB,USA,0,117.65,1
Resort Hotel,170,Feb,2,7,2,0.0,SC,USA,0,162.6,1
Resort Hotel,118,Apr,3,7,2,0.0,SC,France,2,115.81,1
City Hotel,75,Feb,1,6,4,2.0,SC,Germany,1,71.6,1
Resort Hotel,321,Jan,3,7,4,2.0,HB,USA,2,112.34,1
City Hotel,205,Jan,3,7,2,2.0,BB,India,1,154.34,1
Resort Hotel,84,Aug,2,9,1,3.0,HB,UK,0,129.88,1
Resort Hotel,34,Feb,2,9,3,1.0,HB,India,0,119.69,0
Resort Hotel,353,Sep,4,8,4,3.0,HB,India,0,89.42,0
Resort Hotel,14,Feb,2,9,2,0.0,BB,UK,0,65.55,0
Resort Hotel,332,Nov,4,6,1,2.0,BB,UK,0,101.17,1
City Hotel,203,Nov,0,4,2,3.0,BB,USA,2,,1
Resort Hotel,257,Apr,4,9,2,3.0,BB,Germany,1,96.08,1
City Hotel,238,Jul,4,2,4,0.0,FB,UK,2,124.21,1
City Hotel,264,Jul,0,8,1,3.0,HB,Germany,1,143.42,0
City Hotel,128,Oct,1,2,2,1.0,BB,UK,2,150.81,1
Resort Hotel,223,Nov,3,7,4,2.0,BB,UAE,0,129.06,1
Resort Hotel,67,Aug,3,9,1,2.0,HB,India,1,64.58,1
City Hotel,150,Mar,2,4,1,0.0,SC,India,1,133.68,1
City Hotel,134,Jan,2,8,2,0.0,HB,France,2,113.11,0
City Hotel,344,Dec,1,7,2,2.0,HB,USA,2,30.45,0
City Hotel,213,Apr,2,3,1,2.0,SC,USA,0,107.7,1
City Hotel,37,Mar,3,1,1,3.0,BB,UK,1,193.64,1
City Hotel,121,Nov,4,8,4,0.0,FB,,0,125.02,0
City Hotel,226,Apr,4,9,3,0.0,SC,USA,2,143.17,0
City Hotel,291,Jun,2,5,1,2.0,FB,France,1,180.46,0
City Hotel,36,Jan,3,4,2,1.0,SC,UK,0,129.11,1
City Hotel,189,Jan,0,2,1,0.0,FB,Germany,2,121.55,1
Resort Hotel,247,Dec,0,1,2,0.0,FB,UK,2,61.76,1
City Hotel,218,Dec,4,4,3,0.0,SC,Germany,2,118.41,0
Resort Hotel,257,Dec,3,8,1,2.0,HB,,0,106.83,0
City Hotel,176,Feb,4,9,2,3.0,FB,India,1,135.48,0
City Hotel,211,Oct,3,1,2,2.0,FB,UAE,0,102.02,0
Resort Hotel,218,Oct,0,4,2,2.0,FB,UAE,2,,1
Resort Hotel,343,Dec,2,5,4,0.0,FB,UAE,2,29.26,0
City Hotel,347,Mar,1,2,2,0.0,SC,India,2,155.44,1
City Hotel,323,Dec,2,2,3,1.0,HB,France,0,77.75,1
City Hotel,77,May,3,3,2,2.0,SC,UAE,2,144.59,1
City Hotel,3,Sep,4,1,1,3.0,SC,India,1,167.74,1
Resort Hotel,26,Jun,4,8,3,3.0,SC,Germany,0,88.28,0
Resort Hotel,3,May,0,1,2,2.0,HB,France,1,184.24,0
City Hotel,312,Aug,0,4,3,0.0,BB,India,2,124.01,1
City Hotel,284,Jan,2,7,1,0.0,HB,India,0,135.89,1
City Hotel,239,Jul,2,3,3,1.0,FB,UAE,2,103.93,1
City Hotel,244,Aug,1,9,4,3.0,SC,Germany,0,98.18,0
Resort Hotel,30,Sep,3,3,4,0.0,SC,UK,2,49.13,0
City Hotel,343,Nov,2,5,3,0.0,SC,UAE,0,,0
City Hotel,5,Sep,2,2,2,0.0,SC,France,0,33.16,1
Resort Hotel,342,Dec,0,5,2,1.0,BB,India,0,58.08,1
City Hotel,109,Aug,3,2,2,,BB,Germany,2,113.54,0
City Hotel,317,Oct,0,8,2,1.0,SC,India,2,115.07,1
City Hotel,257,Mar,1,9,1,1.0,HB,UK,2,54.15,1
Resort Hotel,64,Jun,2,5,1,1.0,BB,USA,0,101.11,0
Resort Hotel,219,May,2,6,4,1.0,HB,France,2,,0
City Hotel,142,Mar,2,4,3,,BB,France,1,107.29,0
Resort Hotel,297,Feb,4,7,1,0.0,FB,Germany,0,,1
City Hotel,254,Feb,3,5,4,1.0,FB,UAE,1,177.12,1
Resort Hotel,73,Oct,0,5,2,3.0,FB,,1,186.38,0
City Hotel,181,Oct,0,1,4,1.0,BB,India,1,142.59,1
City Hotel,217,Oct,0,2,1,1.0,HB,France,0,60.62,0
City Hotel,122,Apr,1,2,3,3.0,BB,UAE,0,139.91,0
City Hotel,315,Sep,4,4,1,1.0,FB,India,2,137.78,0
City Hotel,224,Feb,1,5,3,0.0,BB,USA,1,136.14,0
City Hotel,240,May,3,4,3,3.0,FB,,0,153.22,0
Resort Hotel,293,Aug,0,3,2,0.0,FB,France,2,91.62,1
Resort Hotel,244,Oct,0,4,3,3.0,HB,USA,2,68.36,1
City Hotel,50,Nov,0,5,3,2.0,SC,India,2,72.52,0
Resort Hotel,194,Feb,2,3,2,0.0,FB,UAE,0,92.62,1
Resort Hotel,14,Jul,2,6,4,1.0,HB,,1,106.97,0
City Hotel,281,Dec,0,4,3,1.0,SC,USA,0,132.46,1
Resort Hotel,348,Jun,0,2,1,1.0,BB,UAE,0,94.42,1
Resort Hotel,240,Jan,2,3,1,3.0,SC,UK,2,175.16,1
City Hotel,8,Jul,1,1,4,1.0,SC,,1,121.17,0
Resort Hotel,186,Oct,4,7,4,0.0,HB,UK,0,94.61,1
Resort Hotel,248,Sep,1,5,1,,HB,UK,1,166.02,0
Resort Hotel,84,Jan,4,7,3,,FB,UAE,0,103.69,1
Resort Hotel,42,Feb,2,5,3,3.0,SC,India,1,93.06,0
Resort Hotel,269,Jul,0,1,2,0.0,FB,India,2,175.69,0
City Hotel,19,Jan,0,3,4,,HB,India,2,128.56,1
Resort Hotel,34,Feb,0,9,3,1.0,FB,India,1,205.72,0
City Hotel,357,Mar,1,7,4,0.0,SC,France,2,70.64,1
City Hotel,174,Feb,0,7,3,2.0,BB,India,0,61.94,0
City Hotel,216,Feb,4,5,4,2.0,BB,France,0,130.91,0
Resort Hotel,311,Feb,0,3,1,0.0,FB,France,1,196.9,1
City Hotel,185,Jul,2,4,1,,HB,UAE,1,91.39,0
Resort Hotel,200,Oct,0,4,3,3.0,BB,UK,2,,0
City Hotel,97,Apr,1,6,2,3.0,SC,France,1,97.8,1
Resort Hotel,133,Apr,1,6,4,0.0,HB,India,2,103.65,1
Resort Hotel,43,Aug,2,7,1,1.0,BB,Germany,0,140.48,0
City Hotel,104,May,3,8,4,0.0,SC,UK,0,82.06,1
Resort Hotel,17,Jan,1,9,3,3.0,BB,,1,54.67,0
City Hotel,89,Feb,3,8,2,0.0,FB,UK,0,134.07,1
City Hotel,174,Oct,2,9,2,2.0,SC,UAE,2,,0
City Hotel,161,Dec,0,9,3,3.0,FB,France,1,156.05,1
City Hotel,325,Mar,3,3,1,2.0,SC,France,0,159.74,0
City Hotel,271,Apr,2,7,2,3.0,HB,UK,0,77.71,1
City Hotel,42,Sep,3,3,2,3.0,FB,UK,0,111.68,1
City Hotel,191,Oct,3,5,2,3.0,FB,USA,0,141.58,1
Resort Hotel,56,Oct,0,9,4,1.0,SC,USA,1,153.15,1
City Hotel,171,May,1,8,4,3.0,FB,India,2,178.21,0
City Hotel,82,Nov,3,3,1,2.0,SC,France,1,145.08,0
City Hotel,290,Nov,4,6,3,3.0,BB,UK,1,152.67,0
City Hotel,194,Jun,0,5,4,2.0,SC,,0,154.33,0
City Hotel,69,Nov,4,4,2,0.0,HB,UAE,1,190.62,0
Resort Hotel,20,Nov,0,6,1,,HB,Germany,2,25.83,0
City Hotel,142,Mar,0,8,4,2.0,SC,UAE,1,197.65,1
Resort Hotel,204,Feb,1,8,1,2.0,SC,UAE,1,126.37,1
City Hotel,324,Feb,4,3,2,3.0,HB,UK,2,13.35,0
City Hotel,297,Jun,3,6,1,2.0,FB,USA,2,129.31,1
Resort Hotel,187,Jun,0,1,2,2.0,HB,UK,0,99.79,0
Resort Hotel,50,Dec,4,1,1,2.0,HB,UAE,2,136.11,1
City Hotel,202,Jul,4,1,3,2.0,BB,Germany,2,204.9,0
City Hotel,158,Sep,1,9,1,2.0,SC,UK,0,66.9,0
Resort Hotel,165,Mar,4,9,3,1.0,HB,UK,0,145.84,0
City Hotel,303,Jul,3,5,3,0.0,FB,Germany,0,133.98,0
Resort Hotel,126,Jul,4,7,2,,BB,USA,2,108.25,0
City Hotel,218,Aug,1,4,1,0.0,BB,UK,1,73.56,0
Resort Hotel,313,May,0,2,4,3.0,BB,UAE,1,130.72,1
City Hotel,262,Mar,4,6,3,2.0,SC,USA,1,59.46,0
City Hotel,109,Nov,4,2,2,3.0,HB,Germany,2,94.16,0
Resort Hotel,82,Nov,2,7,4,1.0,SC,,0,,1
Resort Hotel,337,Feb,3,4,1,3.0,BB,UK,1,126.95,0
City Hotel,100,Apr,3,4,3,3.0,BB,France,1,,1
Resort Hotel,107,Dec,3,2,1,3.0,BB,India,1,107.6,0
City Hotel,345,Aug,4,9,1,2.0,HB,Germany,0,129.96,1
Resort Hotel,115,May,3,3,4,3.0,BB,UAE,2,226.68,0
Resort Hotel,333,Jan,3,6,2,,HB,USA,0,52.34,1
City Hotel,288,Dec,2,9,2,2.0,SC,,2,151.32,0
Resort Hotel,31,Dec,1,8,4,2.0,FB,France,0,152.68,0
City Hotel,207,Mar,1,9,2,0.0,SC,UAE,0,126.45,1
City Hotel,44,May,0,7,1,3.0,SC,Germany,0,81.97,1
Resort Hotel,27,Jun,2,9,4,3.0,HB,India,1,172.06,1
City Hotel,129,Feb,4,9,3,2.0,SC,UAE,2,120.43,0
Resort Hotel,150,Aug,0,5,4,2.0,FB,Germany,2,134.57,0
City Hotel,325,Dec,3,7,4,3.0,FB,USA,1,83.35,1
Resort Hotel,280,Jul,0,5,4,1.0,FB,UAE,0,125.01,1
Resort Hotel,124,Jul,1,1,1,0.0,SC,,2,157.81,0
Resort Hotel,289,Nov,0,7,4,3.0,BB,India,2,141.02,1
City Hotel,260,Jul,0,9,1,2.0,HB,France,1,106.33,0
Resort Hotel,64,May,2,5,2,,HB,UAE,0,152.96,0
Resort Hotel,207,Feb,3,4,1,,BB,UK,1,136.67,0
City Hotel,316,Aug,4,5,3,3.0,HB,UK,1,90.82,0
Resort Hotel,42,Mar,4,4,2,2.0,SC,India,0,63.34,0
City Hotel,309,Mar,2,9,4,2.0,BB,India,1,177.52,1
Resort Hotel,202,Feb,2,8,1,2.0,BB,USA,1,143.29,0
City Hotel,60,Feb,4,5,3,3.0,SC,India,1,206.75,1
Resort Hotel,362,Feb,0,5,4,2.0,SC,USA,2,195.3,1
City Hotel,307,Jun,3,5,1,3.0,HB,Germany,2,112.2,0
Resort Hotel,65,Aug,4,7,2,2.0,SC,USA,2,131.99,0
Resort Hotel,22,Mar,0,7,1,0.0,FB,USA,0,117.45,1
Resort Hotel,278,Jun,0,3,3,1.0,FB,Germany,0,70.61,0
Resort Hotel,24,Mar,1,1,1,0.0,SC,USA,0,185.93,1
Resort Hotel,30,Sep,2,8,3,2.0,FB,UK,0,140.99,1
City Hotel,40,Jan,4,4,1,0.0,BB,USA,0,157.56,1
City Hotel,81,Jul,4,4,3,1.0,FB,India,0,72.82,1
City Hotel,138,Aug,3,9,1,0.0,BB,USA,0,118.88,1
Resort Hotel,289,Sep,4,7,1,2.0,BB,Germany,1,54.83,0
City Hotel,72,May,0,7,1,2.0,FB,,2,115.21,1
City Hotel,261,Jun,0,8,3,3.0,SC,UAE,2,107.7,0
City Hotel,243,May,3,1,4,2.0,FB,Germany,2,82.59,1
Resort Hotel,155,Oct,0,9,1,1.0,BB,Germany,0,99.39,1
City Hotel,318,May,0,1,1,3.0,SC,UK,2,,1
City Hotel,223,Nov,4,5,2,2.0,BB,UAE,2,148.65,1
City Hotel,20,Nov,2,9,1,2.0,FB,France,0,122.34,1
Resort Hotel,119,Jul,4,3,1,2.0,HB,UK,2,80.35,1
Resort Hotel,120,Dec,1,2,4,2.0,SC,Germany,1,136.22,1
City Hotel,299,Apr,3,2,3,0.0,BB,Germany,1,55.32,1
City Hotel,67,Jun,0,7,2,3.0,SC,Germany,1,65.56,1
City Hotel,186,Apr,4,5,2,3.0,BB,Germany,0,179.75,0
Resort Hotel,232,Feb,4,8,2,2.0,FB,Germany,0,183.22,1
Resort Hotel,64,Feb,0,5,4,0.0,FB,UK,1,32.8,1
Resort Hotel,358,Dec,3,2,2,1.0,FB,France,2,129.98,1
City Hotel,302,Apr,4,7,3,0.0,BB,Germany,0,,1
Resort Hotel,232,Nov,2,7,1,0.0,FB,UAE,1,100.88,1
Resort Hotel,27,May,0,2,1,0.0,HB,France,2,131.07,1
Resort Hotel,186,Jan,3,6,3,3.0,HB,India,1,95.61,1
City Hotel,152,Mar,1,5,3,0.0,FB,USA,1,,1
Resort Hotel,23,May,0,4,3,0.0,BB,UAE,2,78.92,1
City Hotel,8,Aug,1,8,4,0.0,FB,Germany,0,133.77,1
City Hotel,214,Apr,0,8,1,1.0,FB,UAE,2,200.93,1
Resort Hotel,144,Jun,4,5,4,3.0,BB,UAE,2,127.38,1
Resort Hotel,186,Dec,3,4,1,2.0,HB,Germany,2,102.91,1
City Hotel,255,Apr,2,9,3,3.0,HB,UAE,2,72.24,0
City Hotel,319,May,1,5,2,1.0,BB,Germany,0,,1
Resort Hotel,154,Dec,1,4,3,0.0,FB,UAE,1,82.85,1
Resort Hotel,327,Jul,0,2,3,0.0,FB,USA,0,69.63,1
City Hotel,112,Aug,1,6,4,0.0,BB,France,0,66.47,0
Resort Hotel,281,Dec,0,5,2,1.0,HB,UAE,1,54.31,0
City Hotel,24,Oct,0,6,4,0.0,BB,,2,109.35,1
City Hotel,39,Oct,1,1,2,1.0,SC,Germany,0,182.0,1
City Hotel,175,Aug,1,6,2,0.0,BB,USA,0,162.2,1
Resort Hotel,189,Nov,4,5,2,0.0,HB,India,1,152.65,0
Resort Hotel,101,Dec,4,7,3,1.0,BB,USA,2,,1
City Hotel,226,Jul,4,1,4,1.0,SC,Germany,1,125.35,1
City Hotel,157,Apr,3,3,3,1.0,FB,France,2,107.55,0
Resort Hotel,354,Apr,2,2,1,1.0,FB,France,0,199.97,0
City Hotel,276,Feb,4,6,4,3.0,SC,India,2,77.13,1
City Hotel,261,Sep,4,1,1,3.0,SC,Germany,2,54.29,0
City Hotel,236,Jun,0,3,3,0.0,BB,India,0,65.17,1
City Hotel,190,Nov,2,4,1,0.0,BB,UAE,0,137.71,0
Resort Hotel,178,Mar,1,6,1,2.0,HB,,0,,0
City Hotel,276,Mar,3,5,1,0.0,BB,Germany,0,95.59,1
Resort Hotel,139,Nov,1,5,4,0.0,SC,France,0,49.96,0
Resort Hotel,125,Nov,0,5,2,0.0,FB,France,0,88.79,1
City Hotel,148,Dec,3,1,2,3.0,HB,France,0,149.84,1
City Hotel,262,Jan,4,8,4,0.0,SC,France,2,43.53,1
Resort Hotel,173,Feb,2,2,2,0.0,BB,France,0,99.18,0
Resort Hotel,282,May,2,6,3,2.0,SC,India,1,119.83,1
City Hotel,151,Sep,4,7,4,3.0,FB,UAE,1,145.81,0
City Hotel,4,Mar,1,4,4,3.0,BB,UK,0,97.62,1
City Hotel,347,Jul,1,8,2,,BB,Germany,0,106.96,0
City Hotel,162,Jun,4,1,4,0.0,HB,UAE,2,164.84,0
Resort Hotel,91,Nov,4,9,1,0.0,BB,UAE,1,105.97,0
Resort Hotel,264,Mar,2,4,4,,HB,UK,2,163.97,1
Resort Hotel,126,Nov,1,9,4,1.0,SC,India,0,235.43,1
City Hotel,116,Apr,3,2,4,1.0,HB,Germany,1,129.92,0
Resort Hotel,355,Nov,3,8,3,2.0,SC,India,2,75.07,1
Resort Hotel,28,Nov,0,5,3,2.0,BB,UAE,2,142.06,0
City Hotel,137,May,0,7,1,,HB,Germany,2,165.34,1
Resort Hotel,162,Feb,0,5,1,3.0,SC,UAE,1,90.47,1
Resort Hotel,187,Aug,1,6,2,3.0,HB,USA,2,146.14,1
City Hotel,33,Dec,3,7,1,3.0,HB,India,2,39.51,1
Resort Hotel,312,Dec,1,9,4,2.0,SC,India,1,158.91,0
Resort Hotel,317,Jul,4,6,2,1.0,HB,USA,0,86.69,0
City Hotel,293,Sep,2,1,3,3.0,SC,UAE,2,46.8,1
City Hotel,13,Aug,0,1,2,0.0,BB,France,0,98.42,0
Resort Hotel,296,Dec,4,1,3,1.0,SC,,1,170.13,1
City Hotel,254,Jul,4,5,4,0.0,HB,USA,1,117.6,0
City Hotel,359,Sep,2,6,4,3.0,BB,,2,111.41,1
Resort Hotel,311,Oct,3,6,3,1.0,FB,UK,2,154.88,0
Resort Hotel,14,May,3,9,2,3.0,SC,France,1,136.38,1
Resort Hotel,264,Mar,4,1,3,1.0,BB,UK,2,96.61,0
City Hotel,160,Jun,2,3,1,1.0,HB,France,2,118.36,0
Resort Hotel,227,Sep,3,4,4,1.0,SC,UAE,0,198.13,1
City Hotel,325,Jun,0,9,3,0.0,HB,USA,0,121.25,0
City Hotel,178,Dec,1,1,2,0.0,FB,UAE,1,,0
City Hotel,165,Mar,2,8,3,3.0,FB,UK,2,205.87,1
City Hotel,45,Feb,4,3,2,0.0,BB,UAE,2,58.77,0
Resort Hotel,322,May,1,8,4,0.0,FB,France,0,148.21,0
Resort Hotel,154,Aug,3,2,2,3.0,HB,UAE,2,132.37,0
City Hotel,286,Aug,3,6,4,3.0,BB,France,0,110.79,1
City Hotel,333,Jan,2,2,4,2.0,SC,UK,1,160.25,0
City Hotel,38,Dec,1,7,2,2.0,HB,Germany,1,75.76,1
City Hotel,104,Mar,3,6,3,1.0,HB,UK,1,108.61,1
City Hotel,155,Nov,2,7,1,0.0,HB,France,1,68.51,0
Resort Hotel,81,Nov,1,9,3,0.0,SC,,1,102.6,0
Resort Hotel,179,May,4,9,2,1.0,SC,UK,2,,1
City Hotel,318,Jan,4,6,4,1.0,HB,,2,155.79,0
Resort Hotel,97,Jun,3,8,2,1.0,FB,,2,132.24,1
City Hotel,30,Apr,2,6,3,,BB,India,0,79.47,0
Resort Hotel,160,Sep,0,2,2,0.0,HB,UK,2,123.9,1
Resort Hotel,7,Feb,3,5,4,3.0,HB,UK,0,-27.31,0
City Hotel,295,Oct,0,5,2,0.0,BB,India,2,136.91,1
Resort Hotel,272,May,1,4,4,2.0,HB,Germany,1,37.7,1
Resort Hotel,203,May,2,9,4,3.0,BB,India,0,146.82,1
City Hotel,309,Jun,3,2,2,1.0,BB,,0,103.13,1
Resort Hotel,78,May,4,7,3,0.0,FB,France,2,200.85,0
City Hotel,151,Oct,1,6,3,1.0,BB,Germany,2,50.0,1
City Hotel,187,Oct,1,3,1,2.0,BB,USA,0,145.14,1
City Hotel,351,Sep,1,7,1,1.0,SC,India,2,189.5,1
Resort Hotel,28,Jan,0,8,3,3.0,BB,USA,0,100.54,0
City Hotel,344,Aug,0,4,4,0.0,HB,USA,0,124.95,0
City Hotel,179,Jun,1,8,2,1.0,BB,India,1,113.55,0
City Hotel,210,Nov,3,6,2,0.0,BB,Germany,2,135.41,1
City Hotel,196,Sep,0,5,2,3.0,SC,USA,1,117.51,1
City Hotel,255,Oct,2,8,4,3.0,FB,USA,2,92.57,0
Resort Hotel,215,Jul,4,6,3,3.0,FB,UAE,0,121.93,1
City Hotel,201,Dec,3,8,3,2.0,FB,Germany,0,244.42,0
City Hotel,115,Mar,2,6,4,3.0,SC,USA,1,167.63,1
Resort Hotel,139,Aug,0,4,4,2.0,FB,UK,2,81.45,1
Resort Hotel,291,Oct,4,2,3,0.0,BB,India,2,,0
City Hotel,139,Mar,1,3,2,3.0,HB,Germany,1,25.11,0
City Hotel,199,Dec,4,7,2,3.0,HB,UK,0,100.4,1
Resort Hotel,17,Mar,1,6,2,2.0,HB,UK,1,110.49,1
City Hotel,55,Apr,2,6,3,3.0,FB,UAE,1,139.46,1
Resort Hotel,82,Dec,2,9,2,1.0,SC,Germany,0,119.91,0
Resort Hotel,26,Mar,3,5,4,2.0,SC,France,1,104.6,1
City Hotel,47,Jun,2,9,3,2.0,FB,USA,2,124.21,1
Resort Hotel,26,Nov,0,1,3,2.0,SC,,2,133.69,0
City Hotel,313,Jul,0,3,2,2.0,BB,USA,1,166.22,0
Resort Hotel,209,Mar,4,5,1,,SC,France,0,134.02,0
City Hotel,120,Mar,1,7,3,2.0,FB,France,2,103.21,1
Resort Hotel,222,Jul,4,5,4,0.0,SC,France,2,80.42,0
Resort Hotel,79,Oct,3,4,3,,SC,USA,1,99.86,0
Resort Hotel,282,Sep,3,5,2,0.0,BB,UAE,0,69.25,1
Resort Hotel,41,Mar,0,1,4,,BB,India,2,115.01,1
Resort Hotel,156,Dec,3,5,1,1.0,HB,UAE,0,95.29,1
Resort Hotel,1,Jun,0,9,1,0.0,SC,USA,2,134.1,1
Resort Hotel,256,May,1,3,2,3.0,FB,India,0,78.89,0
Resort Hotel,34,Aug,4,6,4,1.0,FB,USA,2,202.82,1
Resort Hotel,358,Sep,3,9,4,2.0,BB,India,1,,0
Resort Hotel,344,Aug,1,6,1,3.0,HB,UAE,0,202.13,1
Resort Hotel,344,Jan,3,6,2,1.0,BB,India,0,82.0,1
Resort Hotel,65,Jul,2,6,2,2.0,BB,UK,2,126.87,0
City Hotel,255,Aug,3,7,1,3.0,BB,USA,0,98.77,1
City Hotel,74,May,1,6,3,1.0,FB,UAE,0,160.02,0
Resort Hotel,4,Apr,3,8,1,3.0,SC,India,2,128.9,1
Resort Hotel,21,Jul,2,2,4,0.0,SC,UK,1,63.73,0
City Hotel,320,Dec,3,8,3,0.0,FB,USA,1,136.92,1
Resort Hotel,154,Jun,1,4,3,,FB,,1,148.07,0
Resort Hotel,358,Dec,0,2,3,2.0,HB,UK,2,85.84,1
Resort Hotel,244,Feb,1,9,4,2.0,FB,France,1,117.89,0
City Hotel,69,Dec,0,5,1,0.0,HB,India,0,170.67,0
Resort Hotel,10,Sep,0,3,3,2.0,SC,UK,0,102.85,1
City Hotel,99,Nov,4,3,2,0.0,SC,India,1,135.29,0
Resort Hotel,32,Mar,1,9,2,1.0,HB,UAE,0,47.21,0
City Hotel,73,Jan,4,5,3,1.0,FB,USA,0,225.17,0
City Hotel,233,Dec,0,7,1,3.0,FB,UK,1,128.1,0
Resort Hotel,178,Mar,3,2,4,1.0,HB,USA,2,82.11,1
City Hotel,3,Jan,0,6,3,3.0,FB,UK,1,92.0,0
City Hotel,104,Dec,1,1,4,0.0,BB,India,2,18.01,0
Resort Hotel,35,Oct,1,8,2,3.0,HB,USA,0,139.51,1
City Hotel,115,Jul,1,1,2,3.0,FB,UAE,1,,0
Resort Hotel,310,Nov,1,3,3,1.0,HB,Germany,0,234.5,1
Resort Hotel,205,Jun,3,6,4,3.0,HB,UAE,0,134.89,1
City Hotel,342,Dec,4,8,1,2.0,FB,Germany,2,128.16,1
City Hotel,112,Aug,2,1,2,0.0,FB,UAE,0,128.58,1
City Hotel,199,Apr,4,4,4,2.0,HB,Germany,2,88.57,0
