brand,year,fuel_type,transmission,mileage_kmpl,engine_cc,horsepower,owners,insurance_valid,city,price_lakh
Ford,2012,CNG,Automatic,15.71,2678,68.0,1,Yes,North Katherineville,2.19
BMW,2013,Petrol,Automatic,14.62,3356,239.0,2,No,Parrishberg,13.45
Ford,2015,Diesel,Manual,14.03,985,215.0,1,No,Shawfort,7.63
Ford,2015,CNG,Manual,19.29,1527,78.0,2,Yes,North Ericview,4.26
Honda,2020,Diesel,Manual,14.07,3309,162.0,3,No,South Brandon,8.58
Toyota,2014,Petrol,Manual,22.46,1142,305.0,4,Yes,Nicholasland,10.98
BMW,2016,Electric,Automatic,17.91,3482,144.0,3,No,Roseberg,10.05
Mahindra,2010,CNG,Automatic,15.19,1512,293.0,2,Yes,Justinhaven,3.66
BMW,2016,Petrol,Automatic,15.2,3423,194.0,3,No,West Steventon,11.03
BMW,2014,Diesel,Manual,11.87,935,96.0,4,Yes,West Wendy,7.76
Mahindra,2022,Petrol,Manual,14.82,2722,151.0,1,Yes,Reginaldshire,10.0
Honda,2022,CNG,Manual,15.79,1182,76.0,1,Yes,Robinsonport,4.79
Kia,2008,Electric,Manual,19.63,985,149.0,3,No,Port Joseph,12.18
Ford,2013,Diesel,Automatic,17.6,3486,,2,Yes,Petersview,8.73
Toyota,2011,Electric,Automatic,14.56,1727,312.0,2,,Mclaughlinfort,12.76
Hyundai,2022,Electric,Manual,13.1,1763,140.0,1,No,North Jasonfort,1.86
Mahindra,2012,Petrol,Automatic,17.05,1360,243.0,4,Yes,Munozburgh,2.39
Kia,2015,Petrol,Manual,9.79,1989,308.0,3,Yes,East Nancyside,7.04
Mahindra,2011,CNG,Manual,16.73,1697,274.0,3,Yes,Andersonstad,13.87
Ford,2013,CNG,Manual,22.46,3486,217.0,1,Yes,West Joshuamouth,15.85
Honda,2012,Electric,Manual,17.2,2728,238.0,2,No,Briannamouth,4.45
Mahindra,2007,CNG,Automatic,18.64,2637,79.0,3,No,Wilsonmouth,8.21
Ford,2021,Electric,Automatic,,3168,206.0,2,,Stokesland,8.62
Ford,2006,Diesel,Manual,12.46,2512,127.0,2,Yes,Lindsayburgh,10.87
Honda,2019,Electric,Manual,25.03,2538,136.0,1,No,Lake Robertview,11.54
BMW,2018,CNG,Automatic,16.37,1980,161.0,2,Yes,New Jacob,3.54
BMW,2022,CNG,Automatic,17.99,1657,,4,Yes,East Rebeccamouth,8.26
Toyota,2020,Electric,Manual,15.38,1084,132.0,4,No,West Robert,-0.03
Toyota,2008,Petrol,Manual,22.55,3198,,1,Yes,Kimborough,11.24
BMW,2010,Electric,Manual,12.17,2930,272.0,3,Yes,North Donna,6.65
Kia,2010,Electric,Manual,23.21,2447,138.0,2,No,Bettyborough,3.18
Hyundai,2015,Petrol,Manual,16.78,1465,172.0,4,No,West April,9.33
Ford,2021,Diesel,Automatic,15.87,2193,312.0,1,Yes,Jamestown,6.52
Hyundai,2007,Petrol,Automatic,15.49,3388,192.0,1,Yes,Mauriceburgh,13.05
Ford,2017,CNG,Manual,25.23,2824,256.0,2,Yes,Matthewburgh,4.43
BMW,2007,Petrol,Manual,11.58,3327,84.0,1,Yes,Reyeston,16.89
Toyota,2020,CNG,Manual,15.86,3060,160.0,3,No,Burnsborough,11.42
Kia,2019,CNG,Manual,12.84,1729,304.0,2,No,Shawtown,13.15
Toyota,2015,Electric,Automatic,10.75,3207,90.0,3,Yes,East Lisa,3.88
Hyundai,2022,Electric,Automatic,23.22,1013,315.0,4,No,Stewartton,15.15
Toyota,2019,Diesel,Manual,17.89,1103,265.0,4,Yes,North Ginaborough,3.15
BMW,2009,CNG,Automatic,13.36,2203,,4,No,Lake Hailey,7.16
Kia,2020,Electric,Manual,,999,274.0,4,No,Port Laurieborough,13.22
Hyundai,2020,CNG,Manual,16.4,3085,181.0,1,Yes,Ramosmouth,10.03
Kia,2021,Diesel,Automatic,,1470,105.0,3,No,New Feliciatown,3.04
Ford,2013,CNG,Manual,,2528,128.0,1,Yes,South Lauraside,12.54
Toyota,2007,Diesel,Automatic,16.31,2049,86.0,1,No,Moodyberg,9.36
Kia,2017,Diesel,Manual,14.15,1678,230.0,4,No,Cameronmouth,6.34
Honda,2007,Diesel,Manual,20.78,1050,304.0,3,Yes,North Donald,1.83
Toyota,2011,Electric,Manual,17.43,3323,308.0,2,No,Lake Lisachester,9.74
Ford,2010,Petrol,Manual,20.99,1297,61.0,2,No,Lake James,7.35
Kia,2013,Petrol,Automatic,16.39,2787,79.0,2,Yes,North Carolyn,8.63
Hyundai,2016,Electric,Manual,22.08,1777,316.0,3,No,Gonzalezville,1.66
Ford,2019,CNG,Automatic,18.06,1583,,4,No,South Lisabury,6.33
Honda,2007,Electric,Automatic,22.24,3276,212.0,4,Yes,West Meganville,9.92
Kia,2014,CNG,Manual,22.11,1338,196.0,3,Yes,East Kevin,15.51
Mahindra,2005,Diesel,Automatic,22.95,1700,281.0,4,No,West Lisamouth,7.18
Mahindra,2023,Electric,Manual,18.27,2266,270.0,3,No,Owensborough,13.77
BMW,2023,Petrol,Automatic,19.53,1009,248.0,3,Yes,Lake Kaylahaven,11.15
Toyota,2017,CNG,Automatic,17.08,2533,291.0,2,Yes,Sherriport,8.94
Hyundai,2016,Electric,Manual,14.41,1290,195.0,2,No,Port John,3.95
BMW,2005,Electric,Manual,26.01,3318,75.0,1,No,Lake Tannerland,4.12
Kia,2023,CNG,Automatic,14.99,2509,173.0,3,Yes,Stephanietown,10.47
Mahindra,2020,Diesel,Manual,21.62,2553,132.0,2,No,New Laurenhaven,5.89
Mahindra,2019,Diesel,Manual,20.9,3415,283.0,2,No,Donnaside,5.54
Mahindra,2020,Diesel,Automatic,18.72,2718,93.0,2,Yes,East Bobby,7.28
Kia,2015,Diesel,Automatic,17.38,2834,304.0,4,No,South Colleen,7.34
Mahindra,2010,CNG,Manual,17.42,2729,297.0,2,No,Ryanfort,11.6
Ford,2015,Petrol,Automatic,15.37,2286,77.0,4,Yes,New Tina,5.98
Kia,2007,Electric,Manual,18.38,3397,103.0,2,No,Port Vanessa,11.2
Hyundai,2019,Electric,Manual,13.27,2803,202.0,4,No,Lake Sheenahaven,9.76
BMW,2005,Diesel,Automatic,20.99,2300,74.0,4,Yes,South Robertport,1.3
Hyundai,2011,CNG,Manual,17.09,997,152.0,2,Yes,South Kristin,9.18
Honda,2005,Petrol,Automatic,14.15,2767,274.0,3,Yes,North Sophiatown,-2.67
Mahindra,2021,Petrol,Manual,,1320,308.0,1,No,Claudiaburgh,4.42
Honda,2013,Electric,Manual,17.47,2322,130.0,1,No,Masonville,9.85
Toyota,2017,Diesel,Manual,17.61,2334,168.0,3,No,Edwardshire,7.96
Toyota,2015,Electric,Automatic,15.93,2513,219.0,2,No,South Brittneyport,0.93
Honda,2010,Electric,Automatic,20.01,2148,230.0,3,Yes,New Susanborough,3.52
Kia,2005,Petrol,Manual,19.39,1487,72.0,2,Yes,Ericborough,-2.44
Hyundai,2011,CNG,Automatic,18.23,1266,279.0,2,Yes,Kimside,2.63
Honda,2016,Petrol,Automatic,14.3,1395,244.0,2,No,Craigville,10.32
Toyota,2023,Electric,Manual,15.04,938,268.0,2,Yes,Port Anthonyhaven,5.77
Honda,2021,Diesel,Automatic,12.41,1814,165.0,2,No,North Christophermouth,8.68
Kia,2008,Diesel,Automatic,17.23,1041,271.0,3,No,Moniquemouth,8.05
Honda,2007,CNG,Automatic,20.24,3163,291.0,3,,New Christinaside,8.13
Hyundai,2005,CNG,Manual,13.16,1532,272.0,1,Yes,Lake Jamesshire,12.09
BMW,2022,CNG,Manual,15.76,934,255.0,2,No,Kimberg,7.19
Kia,2019,Electric,Automatic,17.79,3426,308.0,3,No,Mckinneystad,11.64
Toyota,2012,Electric,Manual,20.24,3286,276.0,3,Yes,Medinaborough,-1.91
Hyundai,2005,CNG,Automatic,12.09,2924,229.0,2,Yes,Banksshire,12.45
Honda,2018,Diesel,Manual,26.88,3247,215.0,2,No,Melodyshire,2.84
Honda,2008,Diesel,Automatic,21.01,3221,129.0,3,No,Danielview,3.71
BMW,2009,Diesel,Manual,15.6,2310,293.0,2,No,Laurafort,5.18
Toyota,2017,Electric,Automatic,13.72,2618,113.0,4,Yes,Hernandezberg,12.34
Toyota,2019,Petrol,Manual,19.13,1557,229.0,3,Yes,Leeshire,4.44
Ford,2010,Diesel,Automatic,19.89,1216,95.0,1,Yes,Port Elizabeth,5.38
Toyota,2005,Diesel,Manual,14.04,1006,318.0,2,Yes,Jenniferside,4.15
BMW,2023,Diesel,Manual,13.54,3188,310.0,4,Yes,Jamesview,9.02
Mahindra,2017,CNG,Manual,14.43,2443,72.0,1,No,Lake Robert,10.97
Ford,2010,Electric,Automatic,18.26,1110,218.0,1,No,Hurleyport,14.82
Ford,2019,CNG,Automatic,18.31,2131,88.0,1,No,West Juan,17.6
Honda,2020,CNG,Automatic,26.66,3472,116.0,2,No,Jillport,10.6
Honda,2020,Petrol,Manual,9.34,2199,220.0,1,Yes,Rhondaborough,9.46
Toyota,2014,CNG,Automatic,15.31,2350,289.0,3,Yes,North Taylor,3.13
Ford,2013,Petrol,Manual,15.88,882,252.0,3,No,Ryantown,15.64
Honda,2013,CNG,Manual,19.95,2400,167.0,2,No,Martinezton,8.86
BMW,2021,Diesel,Manual,20.11,2275,317.0,2,Yes,Diazport,6.84
Honda,2021,Electric,Automatic,17.2,1826,169.0,1,No,Dayland,9.55
Kia,2021,CNG,Manual,24.04,2279,189.0,2,No,Cathymouth,5.45
Kia,2016,Petrol,Automatic,13.54,3083,182.0,3,Yes,Taylorfort,-1.35
Honda,2017,Electric,Automatic,15.22,3236,175.0,3,No,Lake Michael,10.29
Ford,2016,Petrol,Manual,12.74,3240,289.0,3,Yes,Taraport,13.37
Mahindra,2018,Diesel,Automatic,17.41,2464,,2,No,Brucechester,10.23
Mahindra,2014,CNG,Manual,16.67,2582,,3,No,Whitetown,7.97
Ford,2023,Electric,Manual,21.14,2877,250.0,2,No,Birdport,8.05
Hyundai,2006,Diesel,Automatic,25.41,2406,84.0,4,Yes,Powerschester,8.69
Mahindra,2008,CNG,Manual,23.96,1781,225.0,1,Yes,Matthewbury,8.57
Kia,2023,CNG,Manual,13.11,1404,269.0,4,Yes,Port Jessica,7.76
BMW,2011,Petrol,Manual,18.21,3130,86.0,3,,West Jonathanshire,8.1
Ford,2019,Petrol,Automatic,21.1,1037,237.0,1,Yes,Brianhaven,14.22
Toyota,2019,Diesel,Automatic,20.67,1530,103.0,3,Yes,Mannhaven,9.89
Kia,2010,Petrol,Automatic,27.26,2142,131.0,3,No,Wrightstad,8.42
BMW,2007,Diesel,Manual,17.12,2794,281.0,4,No,East Angela,10.64
BMW,2010,Diesel,Manual,18.31,2160,287.0,3,No,West Matthew,10.64
Ford,2020,Diesel,Automatic,26.96,2878,292.0,1,No,Brittanychester,11.78
BMW,2006,Petrol,Automatic,19.68,1777,313.0,3,Yes,Frankton,4.97
Ford,2011,Electric,Automatic,15.61,1714,222.0,1,No,New Markside,6.08
Mahindra,2015,Diesel,Automatic,14.1,2437,65.0,4,Yes,Gutierrezfort,4.75
Honda,2011,Electric,Automatic,18.84,2428,106.0,2,No,New Danielleburgh,11.07
Kia,2008,CNG,Manual,22.27,3054,127.0,3,No,South Sheila,10.87
Hyundai,2011,Petrol,Automatic,22.22,2781,313.0,4,Yes,Port Lisaland,2.91
Honda,2008,Petrol,Manual,14.51,1382,118.0,3,Yes,Lake Stephanieview,9.56
Kia,2016,Electric,Manual,18.41,1259,178.0,1,No,Roseborough,13.49
Ford,2009,CNG,Manual,16.2,935,245.0,3,Yes,South Nicholas,7.06
Kia,2023,CNG,Manual,17.41,2776,107.0,2,Yes,South Patrickmouth,9.26
Mahindra,2009,Diesel,Automatic,21.62,1777,250.0,3,No,Gomezshire,10.92
Ford,2023,Petrol,Manual,17.8,1083,231.0,2,Yes,East Jeremiahborough,2.72
Honda,2007,CNG,Automatic,20.61,3198,105.0,2,Yes,Port Erin,8.61
Toyota,2015,CNG,Manual,20.73,816,202.0,3,Yes,Krystalburgh,13.09
Toyota,2011,Diesel,Automatic,15.56,2038,305.0,4,No,New Amy,5.63
Kia,2021,Diesel,Automatic,22.92,2222,275.0,3,Yes,West Amyview,11.33
Toyota,2013,Electric,Manual,13.62,3261,235.0,2,Yes,Lake Curtisbury,8.11
Ford,2013,Petrol,Automatic,12.95,2067,204.0,4,Yes,West Alex,5.3
BMW,2014,CNG,Manual,16.09,2853,94.0,2,No,South Maryview,7.61
Ford,2017,Electric,Automatic,14.1,1579,191.0,2,No,Carpenterstad,5.9
BMW,2019,Petrol,Manual,20.42,2934,212.0,3,No,New Jeanne,4.45
Honda,2009,Electric,Manual,28.25,3036,107.0,1,Yes,Oconnorchester,6.98
Hyundai,2007,Petrol,Automatic,22.51,2439,227.0,3,No,Williamsbury,8.27
BMW,2012,Petrol,Automatic,14.73,1219,237.0,1,Yes,South Jasonville,7.34
Toyota,2014,CNG,Manual,14.01,2626,154.0,1,No,Erinmouth,6.94
Ford,2017,Petrol,Manual,21.91,3095,289.0,3,,Robertmouth,8.9
Honda,2007,Diesel,Automatic,13.27,1659,,1,Yes,New Danaton,10.13
Toyota,2012,CNG,Manual,14.06,1006,203.0,2,Yes,Choichester,3.42
Honda,2013,Diesel,Manual,19.48,3271,223.0,4,Yes,Port Cheyennetown,6.99
Hyundai,2016,Electric,Manual,15.83,3396,78.0,3,Yes,Christopherbury,0.11
Mahindra,2015,Electric,Automatic,18.48,3334,127.0,1,Yes,Dianaside,7.35
Ford,2006,Petrol,Manual,16.68,2980,157.0,2,Yes,Perezside,8.6
Kia,2022,Petrol,Manual,17.89,2840,66.0,4,Yes,Theresaville,10.28
Ford,2013,Diesel,Automatic,21.5,914,236.0,1,No,Henrychester,8.62
Hyundai,2006,Diesel,Manual,20.49,3224,265.0,1,No,Maryberg,10.19
Ford,2006,Diesel,Manual,21.67,1010,288.0,2,No,New Jennifer,8.26
Kia,2007,Electric,Manual,20.56,931,178.0,4,Yes,Robinville,5.3
BMW,2020,Diesel,Manual,20.83,2197,140.0,4,No,Ramirezfort,3.54
Honda,2023,CNG,Automatic,17.99,953,219.0,2,Yes,New Austin,6.95
Kia,2008,CNG,Manual,12.18,1719,247.0,4,No,Port Stephenfurt,4.93
Toyota,2022,Electric,Manual,17.57,2246,247.0,3,,Christinestad,7.52
Hyundai,2022,Diesel,Manual,19.26,1751,253.0,4,Yes,North Brianland,6.03
BMW,2014,Diesel,Manual,18.3,2189,319.0,1,No,North Devon,9.68
Toyota,2015,Petrol,Manual,19.68,2517,250.0,4,No,West Bruce,8.2
Toyota,2021,CNG,Automatic,26.24,946,165.0,3,No,New Kyle,9.79
Hyundai,2020,Electric,Automatic,15.99,2617,188.0,3,No,Lisastad,9.77
BMW,2017,Diesel,Manual,16.38,1514,156.0,1,No,Shelbymouth,7.28
Mahindra,2006,Petrol,Manual,22.83,2396,123.0,1,Yes,South Andrea,7.53
Toyota,2006,Electric,Automatic,,3078,187.0,3,Yes,Port Maria,10.01
Toyota,2018,Electric,Automatic,19.82,3298,282.0,2,No,Farmerport,17.78
BMW,2008,CNG,Automatic,15.63,2323,163.0,3,Yes,North Nathanchester,4.04
Ford,2021,Diesel,Manual,15.07,1706,211.0,4,Yes,New Brettview,8.17
Toyota,2017,Electric,Manual,13.17,2446,173.0,1,No,Garciaborough,3.22
Honda,2008,Petrol,Manual,18.69,2524,114.0,2,Yes,Lake Howard,7.92
BMW,2007,Petrol,Manual,14.09,2830,180.0,3,Yes,Port Jenniferborough,5.3
Toyota,2016,Electric,Manual,,2954,276.0,1,Yes,Joshuaport,7.52
Hyundai,2012,Petrol,Manual,20.64,2940,182.0,4,No,South Olivia,8.62
Kia,2006,Electric,Automatic,15.46,2459,62.0,2,,South Daniellechester,6.04
Honda,2010,Petrol,Automatic,13.2,1628,151.0,2,No,Lake Jeffrey,0.86
Kia,2014,Electric,Manual,12.79,2987,223.0,2,No,Port Denise,13.7
Kia,2016,Electric,Manual,21.65,2137,178.0,4,No,Knightshire,11.36
Toyota,2014,Electric,Manual,17.57,810,120.0,1,No,North Jessica,7.48
Honda,2014,Petrol,Automatic,16.4,3295,273.0,3,No,Port Marissa,4.42
Honda,2007,Electric,Automatic,18.69,3242,306.0,1,Yes,Anthonyport,8.34
Ford,2014,CNG,Automatic,18.31,2328,294.0,4,No,West Christinastad,9.44
Kia,2013,Electric,Automatic,15.88,1177,137.0,1,Yes,Port Jenniferport,11.08
Honda,2023,Diesel,Manual,16.67,1160,83.0,2,No,Port Joshua,11.45
Ford,2018,Diesel,Automatic,20.92,2371,160.0,3,No,Anthonyfurt,12.2
BMW,2006,CNG,Automatic,21.3,1441,310.0,4,No,East Joseph,1.04
Ford,2009,Electric,Manual,14.65,1372,182.0,2,No,Greenton,6.78
Hyundai,2012,Diesel,Manual,23.12,2755,274.0,1,Yes,Jenniferland,11.97
Mahindra,2011,Electric,Manual,26.04,2384,182.0,2,No,West Geneport,4.31
Toyota,2010,Diesel,Automatic,16.83,1722,311.0,1,Yes,Port Shannon,12.88
BMW,2015,Petrol,Manual,,3243,217.0,1,Yes,Mooreborough,15.24
Mahindra,2016,Petrol,Automatic,14.41,3033,208.0,4,Yes,Mathewsfort,12.77
Mahindra,2022,CNG,Automatic,15.33,2341,124.0,1,No,Port Jasonville,10.65
BMW,2023,CNG,Automatic,19.29,2614,63.0,2,No,Owenston,6.21
Hyundai,2014,Electric,Automatic,27.27,3218,,4,Yes,Sarahmouth,9.13
Ford,2018,CNG,Manual,20.91,2689,195.0,3,No,West Christineland,2.62
Toyota,2007,Electric,Manual,16.67,2699,303.0,4,No,Kennethfort,4.88
Ford,2022,Petrol,Automatic,16.3,2027,119.0,2,No,Sarahtown,5.16
Honda,2019,Petrol,Manual,15.34,3455,104.0,1,Yes,West Stephenbury,8.25
Ford,2010,Diesel,Automatic,22.24,3129,131.0,4,Yes,West Susanland,6.43
BMW,2014,Electric,Automatic,17.03,2239,154.0,4,Yes,Nicolefort,9.05
Toyota,2016,Petrol,Manual,19.82,1856,90.0,4,Yes,Riverastad,11.51
Ford,2011,Petrol,Manual,17.05,2929,215.0,2,Yes,Westfort,5.16
Toyota,2021,Electric,Automatic,26.47,2306,299.0,1,No,Port Kimberlyville,8.59
Toyota,2005,Diesel,Manual,15.86,2995,123.0,3,Yes,Martinton,6.34
Honda,2022,Diesel,Automatic,15.19,2430,168.0,3,Yes,Lake Allisonside,8.76
Honda,2019,Diesel,Manual,16.07,1764,127.0,1,Yes,Johnmouth,10.74
BMW,2023,Diesel,Automatic,19.7,1791,94.0,3,Yes,North Tonya,11.68
Hyundai,2005,Petrol,Automatic,23.74,1294,310.0,1,No,Molinachester,10.68
Mahindra,2009,Electric,Manual,19.7,1993,95.0,4,No,Kathleenstad,9.66
Toyota,2019,Electric,Manual,20.83,1502,191.0,4,Yes,Port Monica,2.32
Hyundai,2007,Petrol,Automatic,20.27,1830,281.0,2,No,East Luisside,3.67
Mahindra,2005,Petrol,Manual,11.34,2203,,4,Yes,Lindaland,4.7
Mahindra,2012,Petrol,Manual,17.94,1625,119.0,2,,Bennettville,9.43
BMW,2016,CNG,Automatic,16.73,3281,172.0,3,Yes,Rachaelstad,2.84
Mahindra,2023,Electric,Automatic,17.44,1857,280.0,3,No,Port Stephanietown,9.35
Mahindra,2016,Electric,Manual,14.71,1362,127.0,4,No,North Joshuaview,9.06
Toyota,2017,Electric,Manual,21.47,2985,190.0,1,Yes,West Beckymouth,0.26
Toyota,2005,Diesel,Automatic,18.19,1166,267.0,3,Yes,Lake Susanberg,3.65
Kia,2023,Petrol,Automatic,18.17,2953,271.0,3,,South Joshuatown,12.18
Hyundai,2010,Petrol,Automatic,17.41,1593,110.0,3,No,Obrienhaven,10.79
Ford,2012,Petrol,Automatic,15.48,1435,101.0,1,Yes,Christopherhaven,4.6
Honda,2008,CNG,Automatic,10.87,2505,306.0,4,Yes,Richardland,3.86
Ford,2009,Electric,Automatic,19.09,1786,254.0,2,No,New Jeffreyfort,-1.8
Hyundai,2011,Petrol,Automatic,18.45,1757,303.0,1,Yes,Danielmouth,13.89
Honda,2008,CNG,Automatic,20.14,1654,259.0,1,No,Lake Brianville,8.16
Ford,2008,Petrol,Manual,18.29,2925,180.0,3,Yes,Johnborough,15.53
Kia,2019,Diesel,Manual,13.68,2369,262.0,2,No,Youngport,7.23
Honda,2009,Electric,Manual,14.82,3056,165.0,1,Yes,North Katherine,9.13
Toyota,2013,CNG,Automatic,23.36,2234,309.0,3,Yes,West Jamesbury,11.57
Ford,2006,Petrol,Manual,19.28,807,138.0,1,No,South Lisa,14.56
Honda,2011,Electric,Automatic,21.21,1536,224.0,3,,Morganmouth,10.0
Kia,2021,CNG,Manual,21.68,3074,178.0,2,No,Rodriguezview,8.01
Mahindra,2020,Electric,Automatic,14.07,3022,116.0,2,Yes,South Tonistad,8.11
Honda,2021,Electric,Automatic,16.64,880,247.0,3,No,Allenmouth,3.82
Honda,2006,Diesel,Manual,20.72,1958,111.0,4,Yes,Rogerfort,6.47
Kia,2015,Electric,Automatic,14.74,1037,131.0,1,No,Reyesview,8.2
Mahindra,2006,CNG,Manual,16.37,2295,300.0,4,No,Rachelside,13.53
Ford,2005,Electric,Manual,15.92,1849,159.0,1,,Charleneview,6.28
BMW,2006,CNG,Manual,15.05,986,214.0,2,Yes,East David,12.25
Ford,2013,Electric,Manual,17.48,2705,118.0,1,No,North Desireeshire,7.67
Mahindra,2006,Petrol,Manual,16.06,1429,318.0,3,No,South Johnton,12.97
Hyundai,2019,Diesel,Manual,16.41,2532,260.0,3,No,East Brittney,10.71
Kia,2014,Petrol,Manual,19.07,1614,235.0,3,Yes,Griffinland,10.44
Ford,2019,Diesel,Manual,21.99,1413,157.0,4,No,Williamston,11.92
Honda,2014,CNG,Manual,21.06,1986,241.0,2,No,Burkeborough,11.33
Kia,2021,Diesel,Automatic,18.71,3025,94.0,2,No,West Alan,12.26
Toyota,2013,Electric,Automatic,24.56,1784,146.0,2,Yes,New Brandonport,16.53
Mahindra,2022,Electric,Manual,20.64,3127,217.0,3,Yes,Robertville,14.47
Ford,2008,Petrol,Automatic,21.22,1597,175.0,2,Yes,East Christina,9.87
Kia,2013,Diesel,Automatic,17.35,1877,67.0,4,No,Hernandeztown,6.23
Ford,2020,CNG,Manual,16.45,866,166.0,4,No,Brooksville,9.47
Kia,2008,CNG,Manual,19.5,1343,166.0,4,Yes,Walterview,0.3
Honda,2020,Electric,Automatic,21.62,2586,173.0,3,Yes,East Jennifer,11.32
Toyota,2023,CNG,Manual,18.7,1319,69.0,1,,Allisonfurt,3.76
Toyota,2005,Electric,Manual,15.47,3346,119.0,2,Yes,Brianview,12.49
Hyundai,2010,Electric,Manual,12.87,1745,161.0,4,No,Port Stevenville,15.92
Kia,2014,Electric,Automatic,11.67,2254,122.0,1,Yes,Lake Shari,2.2
Ford,2020,Petrol,Manual,18.17,1858,234.0,1,Yes,East Bonnie,7.8
Toyota,2008,Petrol,Automatic,21.26,3036,256.0,4,No,Jillville,3.74
Mahindra,2017,Electric,Manual,8.79,1912,281.0,4,No,New Kathleen,1.09
Toyota,2020,Electric,Manual,15.57,1746,,2,Yes,Lake April,7.57
BMW,2010,Electric,Automatic,14.92,935,187.0,2,Yes,South Josephbury,10.54
BMW,2015,CNG,Manual,19.52,3393,105.0,1,Yes,North Kennethshire,11.02
Toyota,2007,Electric,Automatic,15.33,1592,,1,Yes,Port Natalie,8.62
Kia,2014,Electric,Automatic,13.08,1936,117.0,1,No,South Dennisshire,1.34
Hyundai,2005,Diesel,Manual,15.56,2162,275.0,3,Yes,Duranborough,8.49
Toyota,2015,Diesel,Manual,14.94,1354,174.0,1,Yes,Anafort,2.03
Honda,2016,Diesel,Automatic,18.05,1745,69.0,3,Yes,West Jonathan,2.29
Ford,2018,Diesel,Automatic,17.14,3372,145.0,2,Yes,Port Scott,4.01
Hyundai,2012,Electric,Manual,19.77,3021,206.0,1,No,Lindsaymouth,12.2
Honda,2015,Diesel,Manual,17.97,3484,177.0,2,Yes,Wilsonfort,10.18
Hyundai,2008,CNG,Manual,22.06,3054,194.0,1,No,Johnsonberg,9.29
Honda,2011,CNG,Manual,16.21,2166,74.0,2,Yes,New Nancy,4.55
Ford,2014,Diesel,Manual,20.48,1748,265.0,1,Yes,North Michaelburgh,6.45
Ford,2023,Petrol,Automatic,19.27,903,292.0,3,Yes,South James,2.52
BMW,2008,CNG,Automatic,16.82,1846,125.0,4,No,Port Danielland,13.46
Kia,2006,CNG,Automatic,20.75,2660,63.0,2,No,South Steven,16.79
Honda,2022,Diesel,Automatic,14.79,3137,62.0,2,Yes,Michelebury,10.23
BMW,2018,Diesel,Manual,22.96,3414,318.0,4,No,Miguelshire,10.93
Honda,2020,Electric,Automatic,14.89,1763,262.0,1,No,West Douglasbury,7.36
BMW,2015,CNG,Manual,12.64,1637,299.0,3,Yes,North Gabrielle,1.52
Ford,2014,Diesel,Manual,12.33,3258,152.0,3,No,South Jessicaberg,4.62
Hyundai,2021,Diesel,Manual,18.36,2382,82.0,3,No,Laneland,6.14
Mahindra,2018,Electric,Manual,15.74,1681,146.0,1,No,West Eric,6.46
BMW,2008,CNG,Manual,18.72,1223,110.0,2,No,Underwoodville,5.54
Honda,2023,Diesel,Automatic,13.59,3002,102.0,1,No,Lucasfort,8.19
Honda,2006,Electric,Manual,19.95,2998,263.0,3,Yes,Cardenasmouth,4.6
Mahindra,2011,Diesel,Manual,18.74,1011,117.0,4,Yes,New Felicia,16.67
Kia,2013,Petrol,Manual,16.17,2015,118.0,3,Yes,Port Samuel,2.54
Ford,2023,Petrol,Automatic,20.5,1680,227.0,2,No,Martinezchester,11.55
Honda,2020,Diesel,Manual,20.3,1554,233.0,1,,Thomasborough,6.95
Toyota,2020,CNG,Manual,18.37,1921,266.0,1,No,Lake David,9.85
Hyundai,2022,Petrol,Manual,21.55,3388,170.0,3,Yes,South Lisa,10.03
BMW,2015,Electric,Automatic,22.44,1500,82.0,2,,Terrellfurt,8.63
Kia,2011,Diesel,Manual,,3019,292.0,2,,Mcdanieltown,3.47
Mahindra,2013,Electric,Automatic,22.53,1170,231.0,4,No,West Kelliebury,6.67
Hyundai,2008,Petrol,Automatic,14.4,2532,70.0,3,Yes,Jonesborough,8.68
Ford,2017,CNG,Manual,21.09,1963,119.0,4,No,Ellenport,8.43
Kia,2008,Electric,Automatic,21.79,1712,291.0,1,Yes,Alexport,3.91
BMW,2023,Petrol,Automatic,17.3,2628,294.0,1,No,Mccarthyland,13.16
BMW,2006,Petrol,Manual,,1601,62.0,2,No,Patriciaville,-1.97
Mahindra,2013,Petrol,Manual,16.8,3103,203.0,4,,Lake Robertamouth,7.0
Toyota,2016,Electric,Manual,14.7,1789,289.0,2,Yes,Georgeton,4.31
Mahindra,2006,Petrol,Manual,15.45,1475,68.0,3,No,East Lisa,8.73
Ford,2010,Diesel,Automatic,19.99,1215,252.0,2,No,Port Jeromebury,12.07
Kia,2009,Petrol,Automatic,21.42,3176,186.0,1,No,Nicholaston,2.37
Kia,2009,Diesel,Manual,17.94,1962,107.0,1,Yes,Randyside,17.41
Honda,2009,CNG,Manual,13.96,1761,166.0,2,No,Port Kimberlychester,8.81
Toyota,2008,Diesel,Manual,13.42,2420,312.0,3,No,Lake Fernando,9.53
Toyota,2013,CNG,Automatic,17.58,2335,86.0,4,No,North David,2.24
Kia,2014,CNG,Manual,15.89,1048,68.0,1,No,Lopezborough,7.81
Kia,2020,Diesel,Automatic,22.74,2686,279.0,1,,South Jillland,11.89
Hyundai,2014,CNG,Automatic,15.19,3155,,3,Yes,South Jasminemouth,8.84
