Machine_ID,Machine_Type,Factory_Location,Operating_Hours_Per_Day,Energy_Consumption_kWh,Production_Output_Units,Defect_Rate_Percent,Maintenance_Level,Temperature_Celsius,Worker_Count,Downtime_Hours_Per_Month,Shift_Type,Last_Service_Date,Supervisor_Name,Efficiency_Score
MCH-5990,Robotic Arm,Rajkot,21,218.72,1411,0.59,Low,29.9,26,16.9,Morning,2022-01-24,Charles,98.44
MCH-5991,Packaging Unit,Surat,8,617.8,1588,9.97,,30.0,27,4.3,Evening,2023-08-12,Devon,89.4
MCH-5992,3D Printer,Surat,17,1214.32,1085,5.01,Low,28.3,7,7.7,Night,2022-10-13,Joseph,91.9
MCH-5993,3D Printer,Rajkot,12,816.54,1552,0.76,Low,31.6,24,0.3,Morning,2023-08-04,Kim,110.04
MCH-5994,3D Printer,Rajkot,7,539.43,1836,12.18,,19.1,19,9.7,Night,2022-01-27,Daniel,83.38
MCH-5995,3D Printer,Surat,18,794.47,520,11.37,Low,23.1,18,10.2,Morning,2024-08-26,Michael,73.32
MCH-5996,3D Printer,Surat,12,447.89,619,1.33,,30.4,23,2.2,Morning,2025-04-12,Stacey,100.32
MCH-5997,CNC,Ahmedabad,16,715.78,508,0.39,Medium,28.7,9,0.3,Evening,2023-03-25,Nancy,102.22
MCH-5998,3D Printer,Surat,5,267.63,1697,5.34,Medium,,9,2.8,Evening,2023-06-15,Erik,101.12
MCH-5999,Packaging Unit,Vadodara,22,757.68,1997,2.96,High,32.9,14,2.7,Morning,2023-01-28,Anne,107.75
MCH-6000,Laser Cutter,Rajkot,15,536.45,1569,12.87,High,19.0,3,6.1,Morning,2025-02-16,Rickey,82.3
MCH-6001,3D Printer,Vadodara,11,516.05,803,9.47,Low,,22,0.8,Night,2024-05-06,John,86.45
MCH-6002,Packaging Unit,Surat,12,,675,5.02,Medium,28.9,8,5.3,Evening,2023-05-05,Amy,91.04
MCH-6003,Robotic Arm,Surat,14,,386,10.56,Low,25.0,11,8.0,Evening,2024-08-19,Linda,75.92
MCH-6004,Packaging Unit,Ahmedabad,15,549.58,617,10.11,Low,26.7,22,11.6,Morning,2023-12-24,Robert,76.02
MCH-6005,Robotic Arm,Pune,21,429.25,1103,7.52,High,28.0,13,0.6,Morning,2022-01-08,Carrie,93.12
MCH-6006,Laser Cutter,Rajkot,23,599.83,1629,4.07,Low,28.5,8,8.1,Night,2023-09-26,Danielle,98.91
MCH-6007,,Pune,4,324.25,1204,3.46,Low,26.0,6,13.1,Morning,2025-02-11,Natalie,93.48
MCH-6008,CNC,Rajkot,22,289.82,771,0.65,Medium,33.4,15,10.1,Evening,2023-10-21,Stacy,97.64
MCH-6009,Robotic Arm,Pune,4,,1993,9.55,High,33.9,26,25.8,Evening,2024-02-14,Spencer,77.8
MCH-6010,Laser Cutter,Rajkot,23,317.48,1319,13.54,Low,31.3,17,8.0,Evening,2025-04-04,Kevin,77.86
MCH-6011,Laser Cutter,Rajkot,7,469.83,1151,10.66,High,23.1,26,14.2,Morning,2023-01-28,Anthony,77.66
MCH-6012,Packaging Unit,Surat,14,444.62,495,2.38,Medium,23.1,23,20.5,Evening,2024-12-18,Leah,84.38
MCH-6013,CNC,Surat,19,1002.23,1763,4.44,,27.4,27,0.1,Night,2022-12-28,,104.31
MCH-6014,Laser Cutter,Surat,11,321.63,959,1.87,High,35.2,24,0.5,Evening,2022-05-14,Shannon,103.44
MCH-6015,Laser Cutter,Surat,17,951.48,357,11.68,Medium,32.0,27,25.2,Evening,2022-06-19,Jeffrey,60.62
MCH-6016,Robotic Arm,Pune,8,7168.88,1517,1.78,Medium,24.2,22,22.799999999999997,morning,2023-06-02,Shelly,105.14
MCH-6017,Robotic Arm,Rajkot,22,,1164,2.32,Low,25.9,17,12.2,Evening,2024-09-12,Autumn,96.03
MCH-6018,,Surat,4,918.24,1220,11.38,High,26.5,13,12.1,Morning,2024-05-18,Matthew,77.62
MCH-6019,Packaging Unit,Surat,13,289.33,1512,0.96,Medium,31.3,7,22.5,Evening,2023-03-13,Tony,94.52
MCH-6020,3D Printer,Pune,7,176.08,639,9.89,Low,,17,1.5,Evening,2024-10-05,Tracy,84.24
MCH-6021,Robotic Arm,Pune,17,913.25,129,13.48,Medium,29.6,26,9.6,Evening,2022-09-22,Eric,66.09
MCH-6022,CNC,Vadodara,7,1002.85,77,7.18,High,32.2,21,15.8,Evening,2023-09-13,Kyle,73.79
MCH-6023,Robotic Arm,Surat,19,302.27,246,13.55,Low,37.8,3,0.2,Evening,2022-11-15,Bobby,74.38
MCH-6024,Packaging Unit,Pune,7,208.9,923,6.12,High,33.9,5,6.9,Evening,2023-02-19,Jasmine,90.32
MCH-6025,Laser Cutter,Pune,11,289.16,865,6.42,,36.0,26,0.3,Evening,2024-02-12,Steven,93.75
MCH-6026,Laser Cutter,Rajkot,23,1107.64,796,7.1,Low,28.9,6,4.8,Evening,2025-03-13,Jaime,87.49
MCH-6027,Robotic Arm,Rajkot,4,505.69,302,14.96,Low,36.3,3,1.4,Morning,2024-06-24,Brenda,70.89
MCH-6028,CNC,Rajkot,8,731.46,817,5.59,Medium,20.0,10,7.7,Morning,2023-05-05,James,89.19
MCH-6029,Laser Cutter,Rajkot,6,640.65,1398,14.11,Low,17.2,19,10.5,Morning,2022-10-29,Stephanie,75.16
MCH-6030,Packaging Unit,Ahmedabad,15,6045.52,1774,5.39,Medium,31.6,22,14.399999999999999,Evening,2022-01-26,Madeline,101.24
MCH-6031,3D Printer,Vadodara,9,1067.18,1958,9.29,Low,37.4,2,0.1,Morning,2023-05-13,Robert,96.14
MCH-6032,3D Printer,Rajkot,12,596.21,594,9.66,Low,37.1,19,5.3,Morning,2024-09-02,Jordan,81.07
MCH-6033,CNC,Pune,7,1089.64,940,0.66,Medium,35.5,6,2.3,Evening,2023-07-13,Christopher,103.35
MCH-6034,CNC,Vadodara,8,,192,4.6,HIGH,24.0,13,3.4,Evening,2023-08-05,Christopher,88.23
MCH-6035,CNC,Surat,6,,1003,11.51,Medium,38.3,25,14.1,Morning,2022-04-26,Douglas,74.28
MCH-6036,Packaging Unit,Ahmedabad,15,473.05,1802,9.76,,27.8,27,3.7,Night,2022-05-06,Donna,92.23
MCH-6037,,Pune,6,481.41,1494,7.68,Low,20.9,26,4.3,Evening,2022-08-24,Jacob,93.39
MCH-6038,Robotic Arm,Vadodara,21,907.73,1056,2.27,High,42.7,13,19.3,morning,2023-12-04,Daniel,89.45
MCH-6039,3D Printer,Ahmedabad,21,417.01,1907,11.49,Low,32.1,22,10.3,Evening,2024-01-30,Angelica,85.11
MCH-6040,3D Printer,Rajkot,22,513.88,1537,11.42,Low,34.2,14,11.8,Evening,2024-03-31,Olivia,80.97
MCH-6041,CNC,Surat,13,165.49,1094,7.82,Medium,35.3,5,0.6,Evening,2024-07-27,,92.82
MCH-6042,3D Printer,Ahmedabad,15,661.87,135,0.38,High,28.9,18,2.4,Evening,2024-06-25,Wesley,97.74
MCH-6043,CNC,Pune,18,544.05,1160,1.91,,31.5,29,2.2,Night,2023-09-19,Tiffany,103.53
MCH-6044,Robotic Arm,Ahmedabad,9,247.3,65,6.92,Low,25.2,21,0.5,Morning,2023-11-02,Kathryn,86.0
MCH-6045,CNC,Ahmedabad,12,411.72,119,7.53,High,,26,0.1,morning,2025-02-10,Larry,85.27
MCH-6046,Robotic Arm,Rajkot,9,494.9,1916,11.61,High,23.4,17,25.2,Evening,2023-03-29,Robert,74.4
MCH-6047,Packaging Unit,Rajkot,4,1314.74,231,3.75,High,,17,5.5,Evening,2025-02-04,Kenneth,88.7
MCH-6048,Laser Cutter,Surat,13,,1242,4.01,Medium,36.6,23,14.7,Night,2025-01-18,Michael,91.06
MCH-6049,CNC,Surat,12,289.71,882,7.46,High,25.3,18,5.5,Night,2022-06-21,,88.17
MCH-6050,Robotic Arm,Rajkot,18,399.66,1131,9.07,Medium,22.2,2,41.4,morning,2024-05-25,,61.73
MCH-6051,Robotic Arm,Pune,20,1031.87,112,0.54,Low,22.5,11,26.6,Night,2024-11-28,Brittany,79.76
MCH-6052,Robotic Arm,Surat,12,1256.95,1038,3.03,Low,24.6,17,3.1,Night,2025-02-22,Donald,98.62
MCH-6053,Robotic Arm,Vadodara,21,615.3,1422,1.05,High,29.9,5,3.9,Night,2022-12-11,Steven,106.14
MCH-6054,Packaging Unit,Surat,10,312.01,1239,0.32,Low,,29,17.8,Night,2023-06-10,Johnathan,96.78
MCH-6055,3D Printer,Rajkot,8,579.47,555,6.52,Medium,22.7,4,11.5,Night,2025-02-22,Jonathon,82.71
MCH-6056,CNC,Pune,20,888.05,289,11.32,Low,31.3,18,1.0,Night,2022-10-08,Michael,77.8
MCH-6057,3D Printer,Pune,20,872.34,1871,10.35,Medium,25.2,12,1.0,Morning,2024-04-14,Jade,92.95
MCH-6058,Laser Cutter,Pune,17,689.87,845,9.61,Low,52.0,17,6.0,Night,2024-11-28,Walter,82.64
MCH-6059,3D Printer,Ahmedabad,5,1355.37,72,11.09,,31.3,9,4.4,Morning,2024-06-13,Cassandra,73.4
MCH-6060,CNC,Pune,21,602.97,1384,10.18,Low,19.7,17,10.7,Morning,2023-03-23,David,82.82
MCH-6061,Robotic Arm,Ahmedabad,12,119.23,557,9.92,High,30.9,7,8.9,Evening,2022-02-28,Nichole,78.4
MCH-6062,Laser Cutter,Vadodara,15,1581.81,1200,3.56,Medium,28.4,9,15.4,Evening,2024-06-01,Matthew,89.84
MCH-6063,Laser Cutter,Ahmedabad,20,1064.23,893,11.21,High,,25,12.1,Evening,2022-02-28,Destiny,75.03
MCH-6064,CNC,Ahmedabad,13,1025.6,950,0.37,Low,20.2,3,26.9,Morning,2023-03-05,Maria,86.88
MCH-6065,Packaging Unit,Ahmedabad,7,849.97,1460,3.1,High,28.0,17,6.8,Evening,2024-12-18,Jason,99.99
MCH-6066,3D Printer,Rajkot,16,794.17,667,14.53,Low,30.3,12,0.1,morning,2024-12-25,Tammy,75.29
MCH-6067,Laser Cutter,Ahmedabad,20,220.7,389,1.28,Low,37.0,20,16.5,Morning,2022-05-24,Sheena,88.82
MCH-6068,3D Printer,Ahmedabad,7,1194.61,1901,6.86,Low,44.4,18,0.0,morning,2023-03-25,Kevin,100.42
MCH-6069,Robotic Arm,Vadodara,19,1221.84,884,0.23,High,26.8,22,48.9,Night,2024-12-28,Michael,70.93
MCH-6070,Laser Cutter,Pune,8,255.57,1253,3.4,High,33.4,13,3.0,Evening,2024-06-18,Daniel,101.18
MCH-6071,Packaging Unit,Pune,22,1061.64,1429,14.74,Medium,29.7,20,19.1,Evening,2024-02-25,Angel,67.54
MCH-6072,Robotic Arm,Vadodara,23,1004.43,900,10.55,High,28.2,17,18.3,Evening,2022-06-20,Bryan,72.16
MCH-6073,CNC,Ahmedabad,6,566.3,628,9.67,High,38.9,20,3.1,Evening,2023-07-24,Jose,82.91
MCH-6074,Packaging Unit,Surat,20,1134.97,1543,3.97,Medium,33.5,29,0.9,Evening,2023-05-23,Erika,102.67
MCH-6075,Robotic Arm,Vadodara,5,324.51,1151,8.34,High,25.4,5,1.8,Evening,2025-04-09,Ryan,91.19
MCH-6076,Robotic Arm,Ahmedabad,9,444.48,660,0.46,Medium,30.6,28,4.5,Evening,2024-11-07,Jeffrey,100.8
MCH-6077,Robotic Arm,Pune,4,760.42,208,14.42,High,33.5,14,19.5,Evening,2022-02-21,Nicholas,58.16
MCH-6078,Robotic Arm,Ahmedabad,17,198.07,1564,3.44,Low,28.3,23,0.5,Morning,2024-05-25,Amy,105.52
MCH-6079,Laser Cutter,Pune,4,819.81,1240,7.14,Low,27.5,4,4.0,Morning,2023-08-22,Molly,92.08
MCH-6080,Laser Cutter,Surat,7,270.47,948,5.5,Medium,29.7,9,2.3,Night,2024-06-23,Gabrielle,94.9
MCH-6081,3D Printer,Vadodara,18,913.65,1133,11.5,High,40.5,21,6.5,Morning,2024-06-15,Emily,80.59
MCH-6082,Robotic Arm,Surat,13,,190,10.25,Medium,43.3,27,3.1,Morning,2023-11-15,Larry,77.16
MCH-6083,Laser Cutter,Pune,14,1386.82,830,14.66,Medium,26.2,13,1.7,Night,2023-02-21,Michael,74.43
MCH-6084,Robotic Arm,Surat,17,508.37,1325,10.56,High,20.6,19,13.5,Evening,2022-12-08,Antonio,79.75
MCH-6085,Robotic Arm,Vadodara,5,351.22,216,3.03,High,30.2,28,3.2,Night,2022-01-14,Mary,93.0
MCH-6086,CNC,Ahmedabad,18,813.92,895,2.55,Low,27.3,2,2.3,Morning,2022-05-17,Craig,99.59
MCH-6087,3D Printer,Ahmedabad,17,,759,8.52,Low,40.0,15,1.4,Evening,2022-07-15,Donald,87.29
MCH-6088,Robotic Arm,Rajkot,5,905.82,903,5.09,Low,33.6,28,1.1,Morning,2024-07-21,Paul,95.28
MCH-6089,3D Printer,Vadodara,12,,1748,4.46,Low,35.2,23,8.7,Night,2024-04-06,Donna,98.39
MCH-6090,3D Printer,Rajkot,14,642.81,597,4.17,Low,29.5,28,0.7,Evening,2023-03-22,Sean,95.23
MCH-6091,3D Printer,Ahmedabad,23,495.39,680,5.52,Medium,34.7,2,8.2,Night,2022-07-02,Jeremy,88.18
MCH-6092,3D Printer,Rajkot,7,237.0,1445,13.98,Medium,25.6,10,3.2,Night,2022-01-20,Kevin,81.5
MCH-6093,Laser Cutter,Pune,4,405.38,1236,5.54,Medium,36.8,22,31.1,Evening,2025-04-09,Dale,76.87
MCH-6094,3D Printer,Ahmedabad,15,1883.22,261,13.02,Medium,30.0,15,6.8,Night,2024-04-19,,68.68
MCH-6095,CNC,Pune,10,501.27,1699,0.59,Medium,16.9,12,1.6,Night,2024-04-06,Tony,111.14
MCH-6096,Laser Cutter,Pune,4,1170.62,1387,12.14,Medium,35.5,17,7.6,Evening,2024-08-15,Sara,80.29
MCH-6097,Robotic Arm,Surat,17,958.84,895,4.2,Medium,25.4,7,16.3,Night,2024-06-03,Dana,86.28
MCH-6098,3D Printer,Rajkot,16,359.36,1997,8.53,Medium,29.1,2,2.1,morning,2024-07-29,,97.6
MCH-6099,CNC,Vadodara,7,735.4,990,9.04,High,29.2,24,4.0,Morning,2022-03-29,Garrett,86.32
MCH-6100,CNC,Rajkot,5,634.53,1000,3.23,Low,27.4,17,3.4,Morning,2022-10-17,,98.59
MCH-6101,CNC,Vadodara,6,710.34,1229,12.09,Medium,36.2,11,11.4,Night,2025-03-19,Kristen,77.07
MCH-6102,Robotic Arm,Vadodara,15,233.11,835,12.55,Medium,16.3,25,4.4,Night,2023-11-16,Denise,78.45
MCH-6103,3D Printer,Rajkot,22,193.71,472,3.21,Low,35.9,2,7.3,Morning,2024-03-22,Shelia,92.13
MCH-6104,Robotic Arm,Ahmedabad,6,373.11,1417,10.04,Medium,29.0,14,6.9,Night,2023-08-02,Jennifer,86.37
MCH-6105,3D Printer,Rajkot,12,891.55,423,12.29,HIGH,,14,17.9,Evening,2024-05-31,Cynthia,65.14
MCH-6106,Packaging Unit,Vadodara,7,256.2,493,1.59,,36.4,28,2.3,Night,2024-07-24,Scott,98.95
MCH-6107,Packaging Unit,Ahmedabad,14,,827,2.28,,23.0,12,15.5,Night,2024-04-03,,90.92
MCH-6108,Robotic Arm,Vadodara,16,766.48,75,4.46,Low,34.7,25,11.6,Night,2023-03-24,Courtney,82.49
MCH-6109,Robotic Arm,Ahmedabad,19,278.81,1465,14.65,Low,40.8,26,1.6,Night,2024-05-09,Michael,81.39
MCH-6110,,Ahmedabad,5,263.98,1454,7.84,Medium,28.7,13,19.2,Morning,2025-02-12,David,82.62
MCH-6111,Laser Cutter,Surat,9,393.93,635,3.92,Medium,25.7,3,6.9,Evening,2024-07-03,Deborah,92.06
MCH-6112,3D Printer,Ahmedabad,7,591.65,1518,9.94,High,26.0,12,12.6,Night,2023-02-08,Darren,83.1
MCH-6113,Robotic Arm,Ahmedabad,10,1112.62,1607,1.63,Low,32.3,23,4.1,Night,2023-03-10,Douglas,105.67
MCH-6114,3D Printer,Rajkot,22,1130.19,1490,11.23,Low,29.6,2,12.9,Evening,2024-11-27,Francis,79.31
MCH-6115,3D Printer,Ahmedabad,14,899.44,1871,14.17,Low,27.2,13,3.5,Morning,2022-07-12,Jeffrey,83.52
MCH-6116,Packaging Unit,Vadodara,14,1359.83,483,3.65,Low,19.4,11,0.6,Night,2024-09-14,Mary,94.36
MCH-6117,3D Printer,Ahmedabad,9,633.1,372,7.21,Low,23.8,24,0.5,Evening,2022-07-24,John,87.43
MCH-6118,Laser Cutter,Surat,20,,861,12.31,Medium,39.5,11,6.4,Night,2025-03-06,Benjamin,76.98
MCH-6119,Laser Cutter,Pune,16,550.11,1390,9.98,Medium,37.1,18,1.0,Night,2024-03-25,Kristin,90.14
MCH-6120,3D Printer,Vadodara,21,664.53,1703,2.54,High,23.2,20,3.0,Evening,2022-08-04,Holly,106.06
MCH-6121,CNC,Rajkot,19,1181.68,912,13.99,Low,23.1,28,0.3,Evening,2022-12-26,Sean,77.72
MCH-6122,Laser Cutter,Ahmedabad,19,531.15,1882,6.89,High,27.8,24,1.7,Night,2022-05-09,Jesse,99.95
MCH-6123,Laser Cutter,Ahmedabad,7,1065.77,653,9.0,High,29.8,18,10.0,Night,2023-11-28,Steven,78.92
MCH-6124,Laser Cutter,Ahmedabad,14,353.78,482,10.63,High,34.0,12,2.4,Night,2023-02-08,Brendan,80.57
MCH-6125,3D Printer,Vadodara,13,362.48,900,2.61,High,32.0,12,9.0,Evening,2023-11-23,,95.46
MCH-6126,Packaging Unit,Pune,20,993.86,1559,11.68,Low,26.4,27,20.2,Evening,2024-12-28,Leonard,74.07
MCH-6127,Laser Cutter,Surat,21,1080.09,822,7.78,High,,21,6.1,Morning,2023-04-30,Samuel,85.48
MCH-6128,Robotic Arm,Surat,4,602.97,246,4.54,High,22.1,8,0.1,Evening,2023-05-12,Paul,92.04
MCH-6129,3D Printer,Surat,8,661.58,1857,6.79,Low,32.8,13,8.3,Morning,2022-02-28,Karen,95.14
MCH-6130,Robotic Arm,Surat,7,227.19,1560,12.46,Low,35.1,14,10.8,Night,2023-05-16,Anita,80.2
MCH-6131,Laser Cutter,Vadodara,12,,1659,13.57,Low,33.4,25,16.4,Morning,2022-08-30,John,74.17
MCH-6132,Robotic Arm,Ahmedabad,22,1071.66,1099,3.26,Low,24.5,21,11.5,Evening,2024-02-01,Nicholas,93.06
MCH-6133,Laser Cutter,Rajkot,5,,1101,9.48,Low,35.3,2,1.2,Morning,2024-07-02,,88.28
MCH-6134,CNC,Surat,20,986.05,1535,5.88,High,24.9,8,21.7,Morning,2022-04-19,Jay,84.43
MCH-6135,3D Printer,Pune,5,750.86,1408,10.29,Medium,32.8,11,13.5,Night,2022-11-23,Kyle,80.63
MCH-6136,Robotic Arm,Surat,7,966.36,1938,4.07,Medium,27.4,14,3.9,Evening,2024-02-24,Emily,103.9
MCH-6137,3D Printer,Pune,9,1587.24,1514,1.79,Medium,27.2,2,2.3,Night,2022-05-19,Christopher,105.16
MCH-6138,CNC,Surat,9,589.25,1487,6.62,High,,16,5.9,Evening,2024-01-04,Michelle,94.18
MCH-6139,Robotic Arm,Rajkot,22,381.15,1143,2.4,Medium,23.1,4,12.9,Evening,2023-09-23,Gabrielle,95.15
MCH-6140,3D Printer,Surat,21,695.7,1387,8.7,Medium,28.4,10,2.9,Evening,2022-03-10,Sarah,91.13
MCH-6141,3D Printer,Ahmedabad,17,1126.36,1849,2.95,Medium,29.2,17,6.1,Evening,2024-01-08,Eric,103.63
MCH-6142,3D Printer,Ahmedabad,16,497.16,956,4.05,High,30.5,5,0.7,Evening,2022-05-06,Thomas,98.67
MCH-6143,Packaging Unit,Vadodara,4,278.34,1540,14.98,Low,24.9,18,0.7,Night,2023-06-03,Matthew,81.99
MCH-6144,CNC,Rajkot,11,751.55,1647,7.18,Low,31.7,28,27.8,Evening,2023-01-18,William,78.83
MCH-6145,Laser Cutter,Vadodara,9,465.88,535,0.96,High,,27,3.7,Evening,2025-01-28,Bianca,99.28
MCH-6146,3D Printer,Surat,15,605.4,572,10.75,High,33.3,18,4.8,Morning,2022-12-17,Michael,79.04
MCH-6147,Laser Cutter,Pune,13,500.38,1671,5.94,Low,30.0,7,8.5,Evening,2023-09-20,Michael,95.38
MCH-6148,Robotic Arm,Pune,16,856.73,751,3.97,Low,28.4,23,11.7,Morning,2024-12-31,Jason,88.9
MCH-6149,Laser Cutter,Surat,6,1255.04,476,6.68,High,34.9,27,6.5,Evening,2024-05-04,Christopher,84.26
MCH-6150,3D Printer,Rajkot,11,891.98,1629,9.43,High,32.6,7,6.3,Evening,2022-05-01,Christian,89.03
MCH-6151,Robotic Arm,Pune,18,1406.11,1850,3.51,Low,40.9,28,14.2,Morning,2022-06-02,Gregory,96.45
MCH-6152,3D Printer,Pune,6,429.72,324,12.83,Medium,32.1,11,6.9,Morning,2024-07-05,Christopher,71.6
MCH-6153,,Surat,7,399.2,334,4.72,,25.5,10,3.8,Night,2025-03-07,Rebecca,90.11
MCH-6154,Packaging Unit,Rajkot,15,329.8,926,8.32,High,31.8,7,13.9,Evening,2024-12-31,Christopher,80.88
MCH-6155,3D Printer,Pune,20,,695,9.33,Low,33.1,10,42.9,Night,2024-05-16,Robert,55.94
MCH-6156,Laser Cutter,Rajkot,5,355.14,426,7.52,Low,38.8,23,6.5,Morning,2023-07-29,,83.45
MCH-6157,Robotic Arm,Ahmedabad,23,649.42,1533,14.5,Medium,35.4,23,5.6,Morning,2023-04-24,Robin,78.93
MCH-6158,Laser Cutter,Ahmedabad,23,1578.06,1312,12.31,Low,,29,25.2,Morning,2023-01-21,,66.42
MCH-6159,3D Printer,Surat,7,753.47,495,12.83,Medium,22.9,27,9.0,Night,2022-03-21,Gary,71.09
MCH-6160,Laser Cutter,Surat,9,794.46,1407,0.92,High,11.7,15,23.9,Night,2022-05-15,Kenneth,92.02
MCH-6161,3D Printer,Surat,11,795.73,110,1.53,Medium,,9,2.1,Morning,2025-04-03,Kevin,95.25
MCH-6162,CNC,Ahmedabad,22,828.52,933,2.43,High,26.1,9,0.6,Morning,2025-04-13,Garrett,101.31
MCH-6163,CNC,Surat,7,696.12,495,8.65,Medium,26.9,29,0.0,Evening,2024-03-08,Matthew,85.83
MCH-6164,Packaging Unit,Pune,7,962.31,1128,10.09,HIGH,34.2,2,4.0,Morning,2024-08-01,Anne,85.05
MCH-6165,CNC,Vadodara,15,533.26,1553,5.71,Low,26.2,27,8.6,Night,2024-01-06,Juan,94.74
MCH-6166,CNC,Surat,22,1309.44,342,4.89,High,33.9,5,1.0,Night,2022-09-10,Justin,90.5
MCH-6167,3D Printer,Ahmedabad,20,544.8,678,10.24,Low,27.7,24,8.8,Evening,2023-07-14,Matthew,78.23
MCH-6168,3D Printer,Rajkot,14,702.55,860,2.28,Low,27.9,4,8.9,Morning,2023-02-27,Tina,95.37
MCH-6169,3D Printer,Surat,21,1641.14,1226,14.25,Low,19.9,26,2.7,Morning,2022-01-13,Amy,77.48
MCH-6170,3D Printer,Pune,10,904.01,1849,6.53,Medium,33.2,16,1.9,Night,2024-09-08,Sharon,99.73
MCH-6171,Laser Cutter,Pune,6,352.34,595,2.81,,30.7,13,11.8,Morning,2025-02-28,Alfred,90.57
MCH-6172,Laser Cutter,Surat,8,1051.94,1747,14.71,High,26.1,19,5.4,Evening,2024-01-15,Rose,79.86
MCH-6173,Robotic Arm,Ahmedabad,17,638.08,1828,8.19,Low,33.6,24,38.2,Morning,2023-02-03,Tracie,71.2
MCH-6174,Packaging Unit,Surat,5,607.36,507,2.13,High,34.2,10,22.6,Evening,2025-02-20,Taylor,83.28
MCH-6175,3D Printer,Vadodara,21,640.63,1391,11.53,Medium,33.6,16,1.8,Morning,2024-09-29,Ethan,86.36
MCH-6176,Robotic Arm,Surat,18,162.86,123,2.55,Low,26.9,5,9.7,Night,2022-01-21,Maureen,88.9
MCH-6177,Packaging Unit,Ahmedabad,11,1031.44,1733,10.07,High,37.1,27,4.8,Night,2024-03-04,Teresa,89.47
MCH-6178,3D Printer,Rajkot,13,654.46,174,0.7,Medium,25.4,14,1.0,Night,2023-04-14,Amanda,98.42
MCH-6179,3D Printer,Vadodara,10,144.43,873,10.37,,39.2,10,6.8,Morning,2023-07-18,Carlos,81.57
MCH-6180,Laser Cutter,Pune,8,,1053,6.62,Low,34.7,25,7.5,Evening,2024-06-24,,89.72
MCH-6181,CNC,Surat,23,,966,2.43,High,26.0,15,2.7,Evening,2022-07-06,Kevin,99.44
MCH-6182,Robotic Arm,Rajkot,17,590.29,1173,8.25,High,29.8,10,9.7,Night,2024-12-13,Logan,85.64
MCH-6183,Robotic Arm,Rajkot,15,594.55,1535,9.45,High,32.1,5,1.7,Night,2022-07-28,,91.85
MCH-6184,CNC,Pune,23,1529.88,1225,7.35,High,28.3,4,9.2,Night,2023-06-21,Randy,86.88
MCH-6185,Laser Cutter,Vadodara,22,471.65,634,2.1,High,22.8,13,17.7,Night,2022-08-20,,88.02
MCH-6186,Laser Cutter,Rajkot,20,621.44,1053,12.9,High,23.8,16,11.8,Evening,2024-01-31,Kenneth,73.83
MCH-6187,Packaging Unit,Vadodara,5,,1266,14.61,High,32.2,29,2.3,Evening,2022-07-19,Ellen,79.19
MCH-6188,CNC,Vadodara,23,321.61,1794,4.2,HIGH,24.2,21,0.8,Evening,2023-07-11,Hannah,105.53
MCH-6189,Robotic Arm,Vadodara,15,634.99,476,10.12,Medium,30.6,26,14.4,Morning,2022-11-13,Christopher,72.74
MCH-6190,3D Printer,Surat,12,894.19,1714,5.41,Low,28.0,10,5.9,Night,2025-04-07,Trevor,98.06
MCH-6191,Laser Cutter,Pune,22,710.8,498,2.9,Low,26.2,18,0.5,Evening,2023-07-29,Anita,96.98
MCH-6192,,Ahmedabad,13,269.11,393,0.96,High,22.9,8,34.7,Morning,2023-01-23,Kristen,76.68
MCH-6193,Packaging Unit,Surat,21,603.26,70,3.9,High,31.4,11,26.2,Evening,2024-03-10,Robert,73.58
MCH-6194,Packaging Unit,Surat,14,807.28,687,10.05,Low,28.7,21,0.5,Night,2023-01-25,,84.12
MCH-6195,Robotic Arm,Pune,16,333.96,800,13.74,High,29.2,29,27.2,Morning,2022-11-14,Melanie,59.67
MCH-6196,CNC,Pune,5,,1559,7.1,Low,26.5,24,2.4,Evening,2024-12-10,,96.22
MCH-6197,CNC,Vadodara,17,222.03,306,8.23,High,26.2,9,12.7,Morning,2024-08-12,Jack,76.88
MCH-6198,Laser Cutter,Ahmedabad,12,611.33,905,14.3,Medium,25.0,29,4.1,Evening,2024-09-05,Chase,75.2
MCH-6199,CNC,Vadodara,16,433.08,1188,8.17,Medium,20.1,18,7.4,Night,2022-04-18,Charles,87.76
MCH-6200,Laser Cutter,Ahmedabad,9,596.78,1464,8.88,,35.9,4,1.1,Evening,2023-10-28,Sarah,92.82
MCH-6201,Laser Cutter,Rajkot,5,,1699,13.37,Low,33.1,20,13.9,Evening,2022-04-19,,75.95
MCH-6202,Laser Cutter,Rajkot,12,1032.2,566,4.43,Medium,28.4,12,6.1,Night,2024-11-16,Shane,90.11
MCH-6203,Packaging Unit,Ahmedabad,17,811.32,1320,0.24,Medium,34.1,6,6.8,Morning,2022-02-21,Rodney,104.6
MCH-6204,Laser Cutter,Ahmedabad,17,729.37,1625,11.04,Medium,34.1,10,17.9,Night,2022-03-16,,77.89
MCH-6205,Packaging Unit,Vadodara,22,751.81,1815,7.88,High,33.1,10,2.3,Morning,2025-01-09,Jacqueline,96.68
MCH-6206,3D Printer,Ahmedabad,16,337.84,390,3.44,High,34.6,27,4.1,Evening,2024-10-23,Donald,93.02
MCH-6207,,Rajkot,10,1225.56,1242,6.22,Medium,28.0,2,9.0,morning,2025-03-22,Bethany,89.86
